r_points,r_text,place,,
40,"Just a stone's throw from Dionisiou Solomou Sq and the coach station. I was greeted with a cup of coffee as I had to wait mere 20 minutes for the check-in. Reasonably priced for what it offers. Nice breakfast, perfect wi-fi, working air-conditioning and friendly front-desk staff. What else can you ask for? The rest you can judge yourself having a look at the photos enclosed.",Castelli Hotel,Review 48 Similarity,0.17038855
40,"We arrived around noon and our executive room was ready. Reception was nice and courteous. Somehow our request for a twin room was misinterpreted as a room with an extra bed, so the prepared us a double room with an extra made sofa bed. We took the sheets off the sofa bed and folded it back so we could use as a couch to sit on. The double bed was wide enough, so no problem there. The hotel has its own parking lot in front. The room was spacious and furnished with the said couch and two arm chairs, a desk and a cabinet holding the fridge, but no minibar. The furnishings were a bit outdated, the couch looked and felt a bit tired.The bathroom was very small and dificult to get in an out of. We had a room at the back, with no view to speak of. The room was quiet and we slept very well.Breakfast was ok. Both hot and cold items, quality was basic. Staff at breakfast was friendly and efficient. There is no bar of café, but drinks can be had at the Holiday Inn around the corner under the same ownership.",Castelli Hotel,Review 79 Similarity,0.141111252
20,"Stayed for one night during a business trip, due to lack of rooms in other hotels.The only positive thing is the location, walking distance to Lidras street and the old town.Both receptionists (night - morning) were very kind and helpful.Room needed some basic maintenance or even renovation, it certainly shows it's age. Bathroom was extremely small. Air condition was functional and adjustable.Bed mattress was very soft for my liking.The worst thing was breakfast. Probably the worst breakfast I've encountered in all my travels.. Juice and coffee were terrible, ham and cheese seemed like they were frozen, bread was from a couple of days back, there was a single slice of melon for fruit and not replenished while I was waiting and finally there were ants walking all over the bench and inside the bowl of croissants. Just terrible.",Castelli Hotel,Review 2 Similarity,0.116543309
30,"The first room we got was terrible: dirty, dark and noisy with the water tower or machine outside and, even worse, the AC making big noise every 15-30 minutes that you could feel someone knocking your door for the whole night.The second night we changed to executive suite and got a real 3-star room: big, luminous and cleaner even if sound proof can still be improved. The quality and variety of breakfast is relatively poor comparing to other hotels we stayed in Cyprus but the lady in charge of the dining ares was very friendly. Other staffs including housekeepers were rather nice as well.",Castelli Hotel,Review 20 Similarity,0.109985336
40,"The location is very good for visiting the old city. The staff are very friendly and helpful. The room is large and comfortable, with all essential amenities. Breakfast is good.Cleanliness satisfactory. Two minor complaints: air-conditioner not very effective and some of the towels provided were frayed and grey.",Castelli Hotel,Review 34 Similarity,0.109985336
20,"Left my bags around 10.30 am. Got back around 2.30 pm, hot and tired. Room was ready....or was it. No soap, no tea/coffee facilities, no luggage rack. Couldn't find the hair dryer. ""It's in the desk"". Great... the mirror is in the bathroom and the hair dryer is permanently built into the desk. The window is tiny and there's no view.All and all, very diappointing. On the up side, location is ok and the breakfast was good.",Castelli Hotel,Review 4 Similarity,0.103695169
30,The breakfast was quite good.I was waiting better room.The photos from the rooms in the site are from another rooms.We stayed two nights and they did not change at all linens and towels. There was good temperature in the room.,Castelli Hotel,Review 59 Similarity,0.101826635
50,"The place is excellent and the staff is very kind and helpful..the service was also really good.The location is perfecr because is next downtown,cafes,restaurants so it's pretty beneficial.I really enjoyed my staying there.",Castelli Hotel,Review 10 Similarity,0.084666751
40,"The downsides first: no hot water, and since the rooms aren't well isolated you have the feeling that you live on the street. The street can be noisy at times.The upsides are friendly staff, good location and decent room standard.",Castelli Hotel,Review 19 Similarity,0.080321933
10,"Been there 3 nights for a business trip, i had the bad surprise to discover my room full of dirty dishes and the bed wasn´t made. On my way to the reception to get another room, I noticed again some dirty dishes inside the hall, with a bad smell al over. i finally get a new room, but quiet small. i will never go back to this place, the staff wasn´t so friendly neither. Like most of the cypriot people who works for accomodation.",Castelli Hotel,Review 97 Similarity,0.065582584
40,i stay there for about one week the rooms was very clean the room service is good.but the breakfast was not good and not fit for Arabs.But i think according to the cost of the stay there it's very good.,Castelli Hotel,Review 41 Similarity,0.06160411
30,"Liked: Close to the museum and a walking distance to the shops etc. Clean. Quiet at the rear. Good breakfast. Didn't like: The air-conditioning was noisy - offered another room but smaller so declined, safe not working - offered another that could have been carried away!For the money I thought it was of reasonable value.",Castelli Hotel,Review 1 Similarity,0.056796183
30,"Prime reason to book this place was the included private parking. Staff was friendly and gave us a better room than booked. Nevertheless the room was a bit run down and the heater very loud. Bathroom has a huge partly transparent window provided for your inconvenience and several essential amenities where missing. Also the shower leaked a lot of water to the floor and waterflow, presure and temperature is very inconsistent.Staff and other guests where quite loud in the morning and also noises from the town make sleeping quite hard.The locations is quite good and everything in the old town is within 20min of walking.Could really use a refurbishment. Prices where very high considering the run down place and breakfast is quite bad.",Castelli Hotel,Review 6 Similarity,0.056796183
30,"- Rooms appointed okay- Some stains in carpet- Internet broken, would usually cost 12.50 euros/day- Clanking noise (elevator?) can be heard at all hours, could bother light sleepers- Convenient location close to pedestrian zone- Service a bit surly",Castelli Hotel,Review 111 Similarity,0.056796183
20,"Rooms really need some refurbishment, furniture is way old.Our room smelled of cold cigarette smoked.Elevator almost collapsed, very scary.Breakfast was on a low standard.I would say it's not worth more then EUR 45 a night.",Castelli Hotel,Review 14 Similarity,0.051847585
10,"When you see a message from the management in the elevator like the one attached, you know it’s not looking promising.Guess what, the reviews online are accurate and if some visitors left in an “emotional state” it’s no surprise why. Just a few hints for the management so they can deal with the issues rather than blaming their customers for the bad reviews:* Had to wait 10 minutes at check-in for the receptionist to finish a phone call. Afterwards she told me she was on the phone talking to her manager. Clearly she and her manager have their priorities straight (i.e. not the customer)* Room is in desperate need for refurbishment. Wood panelling on ceiling about to fall down, mattress is bumpy, walls and furniture have stains on them* Staff is not empowered to take any decisions or help customers. If you have a problem you are referred to “the manager” who is never on site* There was a colony of little brown ants having a party overnight in my bathroom and they were all over my toiletries* there is a mini bar in the room. It’s empty* breakfast was very basic and not tasty at all",Castelli Hotel,Review 12 Similarity,0.044901326
30,"Stayed here for one night, the photos do it justice, breakfast was really good and the bed was comfy enough although the room we booked was meant to be a ""Superior"" and thought if this room is superior i wouldnt like to see the stardard ones lol",Castelli Hotel,Review 86 Similarity,0.040160966
40,"These guys were friendly & helpful. The room I had was excellent and very good value, at around £50CY per night. The only drawback was the breakfast which was rank. It's handy for everywhere, including a ten m inute walk to the North, which is worth going to for good cheap food.Another plus is that you can use the facilities at the neighbouring Holiday Inn, whilst paying less than half what it costs to stay there",Castelli Hotel,Review 116 Similarity,0.040160966
30,"Wifi down the whole time we were there,shower area in bathroom tiny, shower curtain stuck to you,hot breakfast was like warm. and had to ask for towels as none left in the bathroom. Restaurant closed. Staff friendly .Good position for sightseeing and bonus of free parking",Castelli Hotel,Review 43 Similarity,0.036661779
30,"Room was shoebox size, bathroom even smaller but newley furbished. Mini bar empty and fridge not connected. View on inner courtyard with noisy airco units. Lots of hair on the carpet on the first day, cleaned up the second day. Breakfast was acceptable but nothing fancy and breakfastroom was like a hospital cafetaria.Bar closed. Busstation nearby but bus service is very poor. No pool or outside seating.All in all a bit of a dungeon and overpriced comparing to nearby hotels. Will never go there again !",Castelli Hotel,Review 100 Similarity,0
