r_points,r_text,place,,
30,"I like the wooden panel decoration, the ceiling is quite low as well. It is quite small is could fit about 40 people at a squeeze. The bar service was quite slow which is why it receives only 3 stars.",Domus Lounge Bar,Review 89 Similarity,0.213200716
50,One of my favourit Nicosia restaurants with great evening atmosphere and exelent food. Especialy the steaks are very tasty. I highly recommend going!,Domus Lounge Bar,Review 137 Similarity,0.213200716
30,"At EUR110 per couple for a starter, two pasta dishes and a bottle of wine, this place is too overpriced (perhaps over-rated), despite the great decor and atmosphere inside.If you don't mind the price tag, check it out.",Domus Lounge Bar,Review 138 Similarity,0.213200716
50,"I have visited Domus for dinner with friends, as we heart that this restaurant was something different from the others. Indeed we were pleased that at an old house in the old town we found an amazing restaurant with excellent atmosphere, service, and a sophisticated menu with a variety of delicacies. The food was excellent, and very well presented, the service was perfect. The newly renovated bar was really something else.I definitely recommend this place for a romantic dinner or formal occations.",Domus Lounge Bar,Review 162 Similarity,0.205152485
30,"The restaurant is based for a long time in center of all Nicosia town. Nice atmosphere, music and waiter services. In spite of the fact of really cold weather we had to seat outside. Blankets were imminently available from very polite waiters.Unfortunately the quality of food was rare, cold and disappointment. Beef steaks were very Taft and very heavy pepper sauce. Spinach as accompaniments is old fashion, especially when is the only veg in dish. Hope to see better quality in our next visit.",Domus Lounge Bar,Review 32 Similarity,0.202259959
30,"we were there again last saturday and were very disappointed.people were polite and attentive and very helpful but our food was just average.our salmon carpaccio turned out to be the supermarket cooked salmon slices with fresh dill. The fresh mashroom carpaccio was better but of no special taste.our main dishes were overall disappointing. My shrimp salad was huge, packed in a square ball that i couldnt mix and had a really poor quality 1000 island sauce. The risotto was not properly cooked and the wine was too 'strong' in the dish. the chicken was acceptable. the pepper steak was drawning in its sauce though the meat was tasty and rightly cooked. the desserts were just icecreams with a touch of chocolate sauce. time to change them please!well i wont say more but it is a shame as this place has great potentials and with a minor upgrate and more attention to taste and ingredients it can really improve.",Domus Lounge Bar,Review 93 Similarity,0.202259959
50,"This definitely is the best restaurant we visited in old Nicosia -- and the best by far. The location is attractive, the atmosphere pleasant (apart from the music, which was too loud). Service was professional and friendly. What stands out, however, is the quality of the cuisine: excellent by any international standard. For starters we had duck carpaccio and pate & cherries, both fine. For our main course we had braised lamb shanks and beef filet: both came with delicious, totally different sauces. As observed by other reviewers, it is not cheap by local standards, but quite reasonable when compared with Western European restaurants. Highly recommended.",Domus Lounge Bar,Review 18 Similarity,0.192847304
50,"Great decoration very unique... the atmosphere was very romantic recommend for all couples, and the food was excellent very taste...",Domus Lounge Bar,Review 59 Similarity,0.190692518
50,a very nice restaurant!!beautifully decorated with an aristocratic ambiancethe food is marvelous!! the risotto is cooked at perfection and the mushroom steak was one of the best i had in nicosiathe deserts are exciting and very freshreservations needed well ahead if you plan a special occasion,Domus Lounge Bar,Review 94 Similarity,0.190692518
30,"This restaurant is a joy to visit during summer months when the seating is outside on the pavement. During winter when everything is moved inside it becomes rather uncomfortable.It needs new tables, new seats, new lighting.Food is nice but the menu needs to change at least twice a year.Also service needs to become more attentive and more quick.",Domus Lounge Bar,Review 95 Similarity,0.190692518
50,"Wonderful food,service and atmosphere. Excellent Wine list !Always the best choice for romantic dinner. The most amazing restaurant in Nicosia, totally worth to be visit!",Domus Lounge Bar,Review 15 Similarity,0.184637236
50,"We had dinner at this restaurant on New Year's Eve and we thoroughly enjoyed it! The food was delicious, the decor was modern and stylish and the service was superb. The music played was also excellent.",Domus Lounge Bar,Review 25 Similarity,0.174077656
50,"Now this was a pleasant surprise..Cannot praise this place enough, the design is out of the ordinary anddefinetely a step ahead of all the places we visited on the island.The food was also great and the portions more than you would expect in sucha quality restaurant, excellent service!",Domus Lounge Bar,Review 71 Similarity,0.174077656
40,Atmosphere is amazing especially in summer time when the tables are placed outside and you can enjoy the beauty of old nicosia. Indoors decoration is also quite spectacular. Service is not quite what i was expecting(dont respond fast) but they are very kind and willing.I ordered salmon carpaccio which was just wonderful. Quite pricey but quality doesn't come cheap worth it all the way!!,Domus Lounge Bar,Review 99 Similarity,0.174077656
50,"a delightful gem of a restaurant in the heart of old Nicosia (capital city of Cyprus)handsome interior with luxurious chairs and Art Deco mirrors and empty frames on the wallsseveral private dining rooms to choose from !!Food and service was flawless, overall atmosphere and ambience was like a movie!!Price is OK and is according to what you get!!!",Domus Lounge Bar,Review 141 Similarity,0.174077656
40,Domus is an all time classic restaurant in the heart of the old part of Nicosia.The interior is lovely ( modern chic) and the veranda is amazing during the summer nights.The food is of a standard high quality.Mediterranean food served with a twist. Best and freshest ingredients are used.Desserts are also great ( souffles are amazing).Stuff is helpful.Do try also the drinks and the nibbles at their ground floor bar!,Domus Lounge Bar,Review 109 Similarity,0.165144565
50,"Positioned in the Old Town of Nicosia, this restaurant offers a great selection of delicious food. The atmosphere is amazing!",Domus Lounge Bar,Review 5 Similarity,0.161164593
10,"I went on date there last Saturday. First of all they sat us on a TOP uncomfortable table (you can not eat like this) next to the bar. It was 20.00 o'clock when we arrived and there was another couple next to us, so we asked nicely to move to a more compfartable table, the nice waitress came back and she said that they are fully booked (two tables) by the way, we made reservation two day in advanced. We ordered our food (very disent but nothing special) and there was No wine by class, only bottles....... We had our cocktails, eat our food, and we left at 22.10....still No parties arrived for the regular tables only 3 tables left and we all were sitting on a high tables with the uncomfortable high chairs......and paid for an overpriced meal.....",Domus Lounge Bar,Review 10 Similarity,0.161164593
50,"We visited this place on our anniversary for the first time. We enjoyed the atmosphere and the service and everything we ordered (rocket salad, grilled steak & pesto chicken) was delicious and the quantities were satisfying.The cheese cake we ordered for dessert was heavenly and I recommend to anyone visiting.The dishes do take some time to be prepared but honestly this makes the experience even more satisfying.The prices are pretty reasonable and I definitely recommend.",Domus Lounge Bar,Review 28 Similarity,0.161164593
50,"My husband and I visited Domus restaurant recently and were pleasantly surprised...the service was TOP, if I can use this word. It was better than excellent. We had 5 people serving us, everything was on time, drinks, starters, food. The wine in our glasses was re-filled constantly without looking for a waiter. The food was very tasty , well cocked and many chooses for people who are fasting unlike in the other restaurants in Nicosia.My compliments to the staff, chef and management. Well done!If we have such a services and a quality of food in most of the places in this island then it gives me a hope that we can live in a civilize country.Thank you very much.Irina Tryfon",Domus Lounge Bar,Review 85 Similarity,0.159900537
50,It is the prefect place for a perfect steak! The atmosphere is great for a romantic dinner or a business dinner.,Domus Lounge Bar,Review 8 Similarity,0.150755672
50,"I was there with Friends, is Amazing Place, romantic, You must Try the Salmon with Herbs is Amazing, Also the Carpaccio beef is Great, I suggest for sure, Also professional Service",Domus Lounge Bar,Review 60 Similarity,0.150755672
40,i really liked this restaurant not only it serves great food but also it has a great wine cellar,Domus Lounge Bar,Review 159 Similarity,0.150755672
30,"Domus restaurant is restaurant that has all the perspectives to become a superb 5 star restaurant. At a first glance you see the modern design (Kartell or similar design chairs and tables) , the luxury on the tables (Riedel Crystal glasses and cutlery) and nice location.So the first impression is nice.But when it comes to the service the things are getting really bad, especially for a restaurant of this class and of course those prices.Actually there is a very big delay in all phases of a dining night. We were waiting to be brought the menus, we were waiting for the wine, we were waiting a lot for the starter. But what it was very annoying was the time elapsed between starter and main course. It was near 45! minutes. As you undestand this is unacceptable for such a restaurant. And this happened not only to us but as far a i could understand to all tables. Also we were waiting to pay and we were seeking for a waiter for more that 10 minutes! to give the credit card/What i liked in this restaurant is the wine service. We have ordered a Merlot wine and probably for first time in Cyprus it was brought in the right temperature (15- 16 Celsius) and they kept it like this in an ice container. In most cases in Cyprus Restaurants, red wine is served directly from their storage places and wine temperature is near 25 Celsius! Also the food is really good, fresh and well cooked.Concerning prices, these are certainly high, but at the same level of all rest restaurant of this class in Nicosia. The wine again, is about 4 times more expensive than you buy it in a wine house! As i wrote again i believe that a normal price is 2.5 times more expensive.Another bad thing in this restaurant is the fact that tables in summer are installed outside on the pavement. Of course people that are walking are obliged to walk in the road since pavement is full of tables. But concerning people that are dining this is a bad environment. For example our table was behind a big chipboard of a construction company that was renovating the building next to Domus....I really expected that this restaurant was a step above the rest so called ""gourmet"" Nicosia restaurant but i was disappointed .",Domus Lounge Bar,Review 165 Similarity,0.143019388
50,"Wonderful food, chic and stylish atmosphere with a cosy feel. Food is excellent and the price is on the high side but you really do get what you pay for so worth every penny. Love the lounge music and each corner in the restuarant has its own perosnal touch, no chair or table is the same. Staff are professional and always helpful, theres nothing negative I can say about the place. Love it!",Domus Lounge Bar,Review 86 Similarity,0.142133811
50,"The only negative thing I have to say about Domus is that sitting on a narrow pavement, subjected to the noise of passing traffic and having to inhale the fumes of car emissions while drinking expensive wine, is neither enjoyable nor romantic. Turning on the a/c and sitting indoors during the summer months, especially with the high humidity, is much more preferable.Having said that, the food is excellent. One cannot go wrong with any of the dishes. The wine is a bit on the expensive site, especially since one's pallet is spoiled by the fumes of passing vehicles.One of the best restaurants in Nicosia.",Domus Lounge Bar,Review 64 Similarity,0.134839972
50,Amazing position.beautifull building.romantic atmosphere with excelent cuisine.highly recomending it,Domus Lounge Bar,Review 101 Similarity,0.123091491
50,"Even though I had to reserve months in advance (limited space in this restaurant), I was absolutely satisfied with the atmosphere and the food.",Domus Lounge Bar,Review 167 Similarity,0.123091491
50,One of the best restaraunts with perfect ambient and great food!!! Nicely decorated and tasty food! great starters! Very fair prices for such quality of food!,Domus Lounge Bar,Review 61 Similarity,0.113960576
50,If you are looking for a dinner to remember then look no further! Probably the best restaurant in Nicosia overlooked personally by Marios it's owner and chef by profession. Impeccable service and excellent food combined with a cosy atmosphere inside. The outside area open for 7-8 months is very romantic having as setting nicely lit old buildings in a very quiet area of old Nicosia. Highly recommended!!!,Domus Lounge Bar,Review 50 Similarity,0.106600358
50,"Excellent service, delicious food and coctails... a place to recommend to others for visiting ....!!",Domus Lounge Bar,Review 51 Similarity,0.106600358
50,"Amazing food, possibly the best I can remember having, and beautiful presentation as well as a very interesting and attractive overall ambience, decoration and music included.",Domus Lounge Bar,Review 67 Similarity,0.106600358
40,"We went here on Valentines night.The restaurant is nicely decorated,it has a nice romantic and seclusive vibe. The menu was set and unfortunately included items I do not choose to eat-such as liver-but my date enjoyed all the dishes.I would recommend having different choices for such nights-what about your vegan customers?-and also seemed a bit pricey. I would visit again to check out their whole menu",Domus Lounge Bar,Review 69 Similarity,0.106600358
50,"I had dinner yesterday, 21th August.The place is really Charming, with curtains and Very well prepared tables outsided.The staff is kind and ready to suggest the best Wine. We took beef and FISh and were suggested to drink a white cypriot wine. No need to say it Was excellent!The beef filet Was exquisite, with a Great mostard sauce and Two rich side dishes (included in the price).The dessert Was the best...a Great chocolate soufflé that i Will remind forever.The bill Was 37 each one. Not cheap but it Was absolutely worthy!",Domus Lounge Bar,Review 104 Similarity,0.106600358
30,"Visited with my husband three weeks ago. We used to like this restaurant years ago but it was very expensive so we stopped going. I thought we could give it another try! When we entered I realized that nothing changed over the period of five years we did not visit. Everything looked run down and old. We ordered salad for starter, average. I ordered the stuffed chicken which I did not like , it was too sweet. The steak of my husband was too hard. We did really want to risk it with desert. I would not recommend this place",Domus Lounge Bar,Review 14 Similarity,0.095346259
40,"Somewhat seggregated from the competition, it's located in one of the most historic places in Nicosia: opposite the Archdiocese and the Pancyprian Gymnasium, two landmarks of the capital. While you can find more inspired cuisine elsewhere in Nicosia these days, it's definitely worth a visit for its stylish ambiance",Domus Lounge Bar,Review 21 Similarity,0.095346259
50,Amazing and top quality super flavoured food served in one of the most scenic places in Nicosia. Excellent service and friendly staff. The rissoto was delicious!!,Domus Lounge Bar,Review 33 Similarity,0.095346259
10,"Our recent experience was a very poor one. The food was poorly presented and the taste was below average. All the dishes we were served totally lacked imagination. It reminded me of food that was served back in the 80's! The least I can call a main dish where the whole plate was covered in sauce, and underneath were pieces of chicken and rice (with chopped carrots!) is disappointing. No dish managed to stand out and exceed average. To be fair, the service and the ambience were ok. In any case, way too expensive for what it is. We will definitely not be going back.",Domus Lounge Bar,Review 39 Similarity,0.095346259
50,"Best service in city, amazing collection of wine, excellent menu, inspiring decor.",Domus Lounge Bar,Review 132 Similarity,0.095346259
50,Amazing place with very nice food and excellent atmosphere. A bit expensive but definitely worths it.,Domus Lounge Bar,Review 26 Similarity,0.087038828
50,i have been a client of this place since it opened almost twenty years ago. Unique place with great food :-),Domus Lounge Bar,Review 46 Similarity,0.087038828
50,"It is locate in the old town of Nicosia, in the republic of Cyprus. A unique place with excellent atmosphere relaxing and romantic environment with a variety of European plates and drinks!",Domus Lounge Bar,Review 53 Similarity,0.087038828
50,"At last a place that truly impressed me in Cyprus, an excellent restaurant on the first floor with exceptional cuisine (loved the lamb shank), and a great bar on the ground floor with nice ambiance overall. truly a class apart from anything else i went to not only in nicosia",Domus Lounge Bar,Review 169 Similarity,0.087038828
50,When visiting nicosia we have always enjoyed delicious meals at your lovely restaurant. The only issue that caused some discomfort was the overly flirtive manner towards my husband by your waitress but we put this down to her generally immature demeanour. However our latest visit was made extremely uncomfortable as she blatantly ignored my presence and i asked her to leave us. She went on to distract your other staff until i visited the washroom at which point she returned to my husband who also asked her to leave. I complained to your waiter who did not seem to understand what i was saying and requested to speak to the manager to which i was informed that he was unavailable. The final straw came a few minutes ago when we realised she has also sent my husband a friend request on socialmedia which naturally was declined. I am sure you agree that this is unacceptable behaviour for a member of staff working at a high class and otherwise excellent restaurant.We are planning a double celebration for our thirty fifth wedding anniversary on new year eve and were considering coming to you with between twelve and sixteen guests. If she will be anywhere on the premises we shall be forced to go elsewhere. Please inform us of what action will be taken,Domus Lounge Bar,Review 27 Similarity,0.080582296
50,"One of the best restaurants in Nicosia!Excellent food,excellent service! Unique design both of the restaurant snd the lounge bar..Simply perfect!",Domus Lounge Bar,Review 41 Similarity,0.071066905
40,Great assortment of plates and drinks! Very nice quality of fresh salads and food. Nice indoor/outdoor seating. Food is a bit pricey but worth the money.,Domus Lounge Bar,Review 49 Similarity,0.071066905
50,"Very nice interior and amazing food!! I went for a company dinner and was not disappointed! The food served was excellent, nicely designed on the plate. The atmosphere is perfect!",Domus Lounge Bar,Review 81 Similarity,0.071066905
50,"My favorite place in Nicosia, i go there at least once a month.It's an old romantic building. Very unique and stylish environment, food is perfect and the staff very helpful and friendly. You can have your dinner in the restaurant at the first floor and then visit to the Lounge Bar on the ground floor . Definitely make a reservation before visiting. Prices are around 30-50 euro per person (depends if you have wine etc).",Domus Lounge Bar,Review 145 Similarity,0.071066905
50,"Fine dining, excellent wine list and proper service ! All the best ingredients for one of the best tastes in Cyprus. Personally very time I go its a pleasure , I have tasted all the dishes everything is excellent ! Bravo!!!",Domus Lounge Bar,Review 96 Similarity,0.064282435
40,"Excellent environment, beautiful atmosphere. Nice selection of wines, very nice food. Value for money. Ideal place for a romantic dinner. Very nice bar at the ground floor, for drinks after dinner.",Domus Lounge Bar,Review 87 Similarity,0.050251891
50,"The food is simply amazing. I have to admit that usually I’m choosing restaurants with certain type of food/cuisine from specific region and I’m hardly ever satisfied with those serving various origin dishes, but here they know what they are doing. Everything is around Mediterranean style but with a twist, the dishes are perfectly designed, mains accompanied by matching vegetables, risotto, etc.The restaurant itself has a very pleasant, eclectic design, combining the interior of an old house, some old furniture with some modern decoration and furniture.The service is excellent; you don’t know when you glasses are refilled, plates changed, etc.If I should say something bad about it, it’s just the wine list that could be more impressive, it is really short, it has few of my favorites, but I would prefer to try something else. The restaurant is a bit expensive, but really worth every cent.The restaurant is upstairs; the same place downstairs is a bar, nice interior, but awfully full on weekends and by awfully I mean, difficult to find a standing place.",Domus Lounge Bar,Review 148 Similarity,0.038924947
50,This restaurant has amazing food and of course is value for money. The staff are professional. Is like michelin awarded restaurant.,Domus Lounge Bar,Review 16 Similarity,0
50,"Very nice place, ronantic atmosphaire ideal for couples. This place was recomended by a friend and was as described. The food was excellent especially the shrimp and avocato salad *****",Domus Lounge Bar,Review 44 Similarity,0
50,All is excellent food and place is very class restaurant the staff is professional beautiful restaurant very comfortable seat,Domus Lounge Bar,Review 88 Similarity,0
30,"The food is nice, tasty and a bit expensive. I would have given a 4/5 in everything if they hadn’t (initially) charge 5 bottles of water.. We were sitting outside - the outside sitting consists of several small tables on the pavement. The waitress opens a bottle of water, fills your glass(es) and then moves to the next table and does the same. So you don't really know how much water you had. They charged 5 bottles but we had much less so we complained to the manager, and he tried to convince us that they would never do such a thing…… After a long discussion he charged us only two bottles and he offered to buy us drinks.",Domus Lounge Bar,Review 92 Similarity,0
50,"The location is exceptional - in the heart of old Nicosia. The restaurant is beautifully designed, with the perfect balance of the historical building and modern interiors. The bar area is fantastically designed. Food was amazing if somewhat pricey.",Domus Lounge Bar,Review 103 Similarity,0
50,"It's excellent for people who want a relaxing night with friends with a variety of wonderful cocktails and wines. The place is also perfect for a romantic dinner in a quiet location of old town. I didn't try their food though, but when I went before 2 weeks it was crowded so you've better make a reservation.",Domus Lounge Bar,Review 110 Similarity,0
50,Fusion Cuisine mixing classic with modern quite well. A very beautiful building in the old city. The interior is very nice and cosy. A bit pricey but worth every cent.,Domus Lounge Bar,Review 115 Similarity,0
40,"The food was excellent. tTe waitress took the orders without so much as a note and despite all our requested variations to the dishes ordered, she got it all correct! Only negative comment - too dark!",Domus Lounge Bar,Review 134 Similarity,0
30,"food was average compared to prices and it was very very late> we complaint 3 times, nobody apologised",Domus Lounge Bar,Review 142 Similarity,0
50,I loved it! Nice cosy restaurant in the heart of town!,Domus Lounge Bar,Review 152 Similarity,0
40,Considering all available options this is a place I would choose for friends visiting Nicosia...,Domus Lounge Bar,Review 170 Similarity,0
