r_points,r_text,place,,
10,"I can write many many good things about this place. Food is great, service is great, wines are awesome. A bit pricey but worth the experience.But they need to do something with the way they treat the smoking regulations. The whole place stinks from smoking. Smoking is allowed everywhere apart from the bar and the 2 tables next to the entrance. Still the bar and the two tables are in direct communication with the rest of the place where smoking is allowed. Went there with my pregnant wife but could stay long due to the stink. It's a shame for such a quality place to lower its standards so much with the way they are treating this matter.Not recommended if you can't stand smoking. Our hair stinks, our clothes the same and we had to leave earlier.",Vino Cultura,Review 172 Similarity,0.188982237
50,"This is a great restaurant and bar all round. There is a great variety of food and wine and it is quality food. The service is always very efficient with polite, capable and pleasant staff. I have been going here for years and the quality hasn't gone down. Definitely worth booking here for dinner, drinks with friends or meetings.",Vino Cultura,Review 119 Similarity,0.184900065
40,"Elegant deco, very wide wine list, I tried a sparkly one with apricot very nice! I liked the music, very ambiance place, excellent tapas selection BUT unfortunately very small portions (ok I understand gourmet but most of what we ordered reminded me of samples of food not food) and very expensive!",Vino Cultura,Review 173 Similarity,0.184900065
50,"Vino cultura is one of those places, that you love from the moment you walk in. Great selection of inovative tapas accompanied with the right wines, served at the right temperature, from expertise stuff to help you make the right choice. Relaxing atmosphere with candle lights and great music playing as backround. Value for money place, is a must.Don't forget to visit the cava, located under the same roof to buy something for home.Ideal for a romantic evening or friends night out. Don't miss it!",Vino Cultura,Review 203 Similarity,0.184900065
40,"I love goin to this place,caz i love wine.i try to go there at least once a week,i love the cheese platers but not so much the tapas.tapas are very small quantity even for tapas(also are expensive).its an ideal place for dates,and reservation is a must.",Vino Cultura,Review 211 Similarity,0.178174161
40,"I love goin to this place,caz i love wine.i try to go there at least once a week,i love the cheese platers but not so much the tapas.tapas are very small quantity even for tapas(also are expensive).its an ideal place for dates,and reservation is a...More",Vino Cultura,Review 214 Similarity,0.178174161
50,"Consistent, food is always good and has a nice selection, service friendly and attentive, nice setting with nice people around, always busy. Good for any day of the week.",Vino Cultura,Review 6 Similarity,0.166666667
50,"One of my favourite places in Cyprus!!! Very good service,friendly people, great jazz on thursdays and very cheap but designed food! In order to rest and enjoy the atmosfere is better to come on thursdays or on other working day when it is not so crowded",Vino Cultura,Review 147 Similarity,0.166666667
50,"One of my favorites! Great wine, great tapas, bar like atmosphere what else could you ask for a great night out? Prices.....well prices can vary from reasonable to a bit on the high side especially if you order tapas on a piecemeal basis. Be wise however and order from the set menus and you won't feel you have paid much for the quality and quantity you will get. Definitely will visit again and again!",Vino Cultura,Review 115 Similarity,0.161690417
50,"Great atmosphere, very welcoming friendly helpful staff. I went here for a friends birthday, I was asked what I would like as I wasn't sure the bar man offered me options, such as red,white rose, so I picked one, sweet or dry so I picked again then sparkling or not. He came back with a bottle that was exactly what I asked for, the wine was amazing I eneded up having 3/4 bottles and ordered some for over the Christmas period.I am so happy I found something to drink that I like!!!We also had a mixture of tapas, we was a arwarkard bunch, one of us did know like fish one didn't eat pork and another was a vegetarian, but waiter was very patient and offered to make up a tapas that's not on the menu and throw us together something for us all. And the presentation of the food was beautiful.I would most defiantly go there again and really would like to take friends there to experience this bar too.I I had such a great evening!",Vino Cultura,Review 139 Similarity,0.149071198
50,"What a gem to find on my last night in Nicosia for business. This mild-mannered wine bar/restaurant was the best and most enjoyable surprise of the trip. After looking through the menu, our party decided on ordering one of the three complete meal menu options. After that, the food seemed like it would never stop coming. Don't think of this as a dinner, rather as a dining experience served with all of the experiences in a more more upscale restaurant. The tapas-style dinner was a delight, the variety and pairing of the food was genius, and our server knew the menu and made some superb recommendations. The courses were part food and part art, and we had a spectacular experience. The only downside . . . it was our last evening in Nicosia and we would not have another opportunity to experience Vino Cultura again. Go, eat and fall in love with this bar-restaurant. It will be impossible to be disappointed.",Vino Cultura,Review 113 Similarity,0.142133811
50,"I went there for a dinner with my girlfriend and we were really impressed in every aspect. In terms of service, it really was extraordinary and the manager made us feel welcomed. The food also beat our expectations, I did not expect it to be that good. I recommend to get the Set Menu in order to enjoy a lot of small plates (Tapas), especially if you are hungry. You pay a little higher than the average restaurant, but it really deserves every penny.Some things I would like to recommend to the owner and/or chef of Vino Cultura:1) I found the portion of some plates quite small. This is not a problem if you get the set menu, but individually I believe it is. I am not disappointed at all, but I think they could be a little bit bigger (e.g. octopus)2) In my opinion ceviche should be cured/marinated a little longer in citrus juices in order to get the texture right. Other than that, I enjoyed this plate to the maximum!3) Orzo should have been cooked 0.5-1 minute less. Again it was fantastic as it was.4) It would be nice to update your menu provided online in order to match the actual menu on site.5) Please don't take my comments/recommendations as bad. I really believe that by making these changes you could make the best dinner experience. Wish you all the best :)",Vino Cultura,Review 66 Similarity,0.136082763
50,"Great selection of vine and friendly staff.Food concept is ""tapas like"" when you can share any dish with friends. Portions are normal-sized so you may try several dishes, unlike many Cypriot taverns/bars. I tried most of the dishes and they are delicious.For sure the place to visit for a good conversation.",Vino Cultura,Review 102 Similarity,0.11785113
50,Really pleasant place. Enjoyed the night! Great service. Variety of tapas. Good price. Really respectable place to host your guests. Value for money.,Vino Cultura,Review 169 Similarity,0.111111111
50,"I've now been a few times to Vino Cultura and have loved it more and more.It has become my favourite place to head to when in Nicosia.There isn't anything about it I dislike. The decor, menu and service all all spot on.I usually manage to make a booking a few days in advance for 8-10 people. We get a great table and I'll always start with one of their fabulous cocktails. The drinks menu is seemingly endless and there isn't a cocktail they can't make!The food menu is designed for sharing and come in fairly large portions for 'tapas' style. My friends and colleagues aren't so good with sharing so we order two dishes each and are very satisfied. I should add that the service is superb and they do advise you that the dishes will arrive at various times as and when they are ready.I've yet to take anyone there and not have them rave about the atmosphere, quality and choice.The menu is very reasonably priced and I'd recommend anyone try their Makers Mark Old Fashioned!Considering I've only been a few times now it's always nice to be recognised by the friendly team there.I look forward to the next time.",Vino Cultura,Review 134 Similarity,0.089087081
40,"I have been to Vino Cultura on several occasions, mostly with friends, the last time being a month ago. I am not a ""bar person,"" meaning that I do not like the idea of sitting on stools all night, but i make an exception for this place since I absolutely love the food. The portions are small and rather pricey but if you go with the mindset of tapas, of trying different types of food in small portions, you are set. See it as, you nibble on fantastic food! My favorite is by far the halloumi with the pommegranet juice. Exquisite! The other food is good also, from the chicken to the steak. There is nothing really that was short of amazing. My biggest complaint with the place is that they really do not adhere to smoking regulations in a strict way. They are not illegal per se, but the smoking section from the non-smoking is really just a foot away since the now covered and enclosed veranda (which counts as outside and thus ok to smoke) is only a few cm away from the indoor tables where smoking is prohibited. So it was a big disappointment that we came home with stinky clothes and hair and I had to shower all over again.",Vino Cultura,Review 166 Similarity,0.065372045
50,"Dear friends, I am back. I have not visited this place for a few years and I am kicking myself for this. This place is unbelievable as well as perfect. Food was sensational, service was faultless and I am definitely coming back. Enough said. UNBELIEVABLE!!!!!!!",Vino Cultura,Review 2 Similarity,0
50,"One of the best Cava in Nicosia . Wide selection of drinks in the right temperature ( rare for Nicosia ). Also the food , tapas type is of high quality . Price is reasonable but not cheap .Highly recommended",Vino Cultura,Review 21 Similarity,0
50,"Absolutely loved it! Girls night out, 15 ladies! We had so much fun! The atmosphere was lovely and loooved the finger food/tapas!!",Vino Cultura,Review 23 Similarity,0
50,"Girls night out, 15 ladies! We had so much fun! The atmosphere was lovely and loooved the finger food/tapas!!",Vino Cultura,Review 24 Similarity,0
50,"Best of its category, their food is delicious and special like no other. The spirits to find are in huge variety. Must visit when in Nicosia",Vino Cultura,Review 45 Similarity,0
50,"We had a great time at Vino Cultura, the service was excellent as well as everything we had. Highly recommended!!",Vino Cultura,Review 47 Similarity,0
50,"Had a dinner at this restaurant, first off the staff are friendly and the food was excellent, every single dish was perfect and I tried the toffee covered mushrooms it was an great dish, if ever in Nicosia I recommend going there worth every cent made for a wonderful meal",Vino Cultura,Review 64 Similarity,0
50,"Huge variety of drinks and spirits, really friendly personel, huge variety of cheese and meats , must visit!",Vino Cultura,Review 77 Similarity,0
50,"A very rewarding experience! First was impressed with the personell. They gave me the impression that they love their job in this place. Very helpful to help us decide what to have. Never needed to call them, always there! Personell seems to be working in harmony between them. The food was more than i expected, fresh and very tasty! You just can't go wrong dining in this place!",Vino Cultura,Review 95 Similarity,0
40,I like that place a lot. Very nice place. The staff very welcoming. A little bit expensive. We had salad and pizza.,Vino Cultura,Review 100 Similarity,0
50,"I went there with my husband to celebrate Valentine's day. They have set menus for 2 where you get to choose the tapas. The food was AMAZING, it may have been the best I have tried in Cyprus. It was a lot for two people though so better go hungry or order less :) One negative comment I have is that even though we booked well in advance-almost 20 days-we were given a choice of two not well located tables-I realize they wanted the central ones for larger groups but still, an early reservation should guarantee a better spot....",Vino Cultura,Review 135 Similarity,0
50,"great great great......... this is a must go place. excellent service,bar and food. try the veal.really yummy.",Vino Cultura,Review 197 Similarity,0
50,"Great food,atmosphere and service.no other place is like Vino in Nicosia.really unique dishes.i would recommend it to everybody.",Vino Cultura,Review 199 Similarity,0
10,"Terrible restaurant, they had almost all table empty at 9:30 at night and they put us sit in the bar saying that all were reserved. The personnel was not helpful and did not wanted to serve us. Also no parking place.I do not recommend this to anyone,",Vino Cultura,Review 200 Similarity,0
40,"The atmosphere is very nice when we visited we enjoyed quality live latin music! Professional staff, delicious cheese platter a bit pricey though",Vino Cultura,Review 206 Similarity,0
20,"We were recommended Vino Cultura by a friend. We went at around 8pm on Saturday night. When we walked in we asked the guy at the front of the door if we could eat he asked sternly ""Do you have a reservation?"" to which we replied ""No"" he response ""The Bar"" and pointed. Charming. The restaurant was around 20% full and did not get any busier whilst we were there.The bar staff whilst being very friend were very slow and it took a long time just to get a drink. We looked at the menu but after the way we'd been treated we decided to leave and go somewhere else.The venue it's self is very nice and I am sure you could have a nice evening there if you're allowed to actually sit at a table.",Vino Cultura,Review 208 Similarity,0
