,r_points,r_text,place,Unnamed: 3,Unnamed: 4,scores,compound,score
106,40,"Although the place is situated in the heart of busy Nicosia, the owner manages to keep it light and qiuet. Every dish we ordered was cooked with care and knowledge of the materials used. Traditional cheeses are served nicely with a twist. All plates have character but, without overdoing it. All in all, everything was delicious! I definitely recommend this great place!",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.9724}",0.9724,pos
107,50,"Super good, great service - pasta with meatballs are super, as are the meat dishes - great selection of starters. Greek cuisine with a twist. Highly recommended.",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.9682}",0.9682,pos
108,20,"Everything was awful except the service. High prices for very small portions, nothing special about the taste or the presentation of the plates.",Pantopoleio Kali Orexi,,,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.6437}",-0.6437,neg
109,50,"The restaurant seem famous among administration people in Nicosia for lunch at least so reservation is a must. Closed to Cyprus museum and Leventis Art Gallery, for tourists. Looks modern, it's pretty clean and the food was amazing. Look beside the menu for the daily specials as they are the Crown Jewels. Moussaka was amazing, salads, desserts, everything was delicious all four times I haven been there... Service is great, by the way and prices extremely reasonable.",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.9758}",0.9758,pos
110,50,"I have visited this place several times so far, and can not find something bad, or something not good so that will keep me away of this place. On the opposite side, everything is great, food is delicious and the service is always good.Ill visit again and i advice for the people that haven't visited this place to do so!",Pantopoleio Kali Orexi,,,"{'neg': 0.036, 'neu': 0.802, 'pos': 0.162, 'compound': 0.8603}",0.8603,pos
111,40,I really enjoy Pantopoleio especially for lunch with business associates. It offers a wide variety of home cooked dishes but also other great greek dishes.,Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.8358}",0.8358,pos
112,40,The food is Greekish with an international flavour. Consistently good it attracts mainly locals for business lunches. Good and speedy service. A good choice.,Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.886}",0.886,pos
113,50,We always visit here on our frequent trips to see my parents. The welcome is genuine and friendly from a close knit team of waiters who care passionately about their food. The dishes are variants of Cypriot recipes with fresh ingredients. Outside seating is great in dry weather. THE OCTOPUS IS OUTSTANDING!!,Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.9764}",0.9764,pos
114,40,"Nice restaurant with really good food.We visited the restaurant with friends (10 people in total) and everybody left satisfied.I personally tested halloumi and graviera (starters), pork chops & chicken souvlaki (main courses) and mastiha macarons (desert) and everything was tasty.The decor is Greek style and the area is nice as even though in the heart of Nicosia it is really quiet, plus there is plenty of parking around so you don't worry where to park.Just for your information the map shows it at wrong location.The address is the same Vasileos Pavlou but at a different location. Next to the old GSP stadium, opposite of the ministry of finance.",Pantopoleio Kali Orexi,,,"{'neg': 0.018, 'neu': 0.894, 'pos': 0.087, 'compound': 0.6938}",0.6938,pos
115,50,"We visited this cute Greek style restaurant for the second time this summer. The food is consistently at high level, well cooked and served fresh. Very polite staff and ready to help you . Nice atmosphere. Highly recommend it.",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.624, 'pos': 0.376, 'compound': 0.9493}",0.9493,pos
116,50,"Glad to see a renewed menu. This simple, modern restaurant is a taverna with a twist. Much loved by locals, and especially enjoyable in summer, with outdoor seating in the evenings. The service is always outstanding!",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.937}",0.937,pos
117,40,This lovely place serves mostly Greek food and it's absolutely delicious. The service is always attentive and the staff very helpful. The prices are reasonable and you can't beat the Greek-taverna ambiance. Recommended!,Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.9182}",0.9182,pos
118,40,"Being there several times and its consistenly good. The place serves modern greek cusine based on traditional dishes, special note to the service which is professional. A few minutes walk from the city wall but its worth a visit. You will see a few tourists here so if you like mingling with the locals look not further.",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.8314}",0.8314,pos
119,50,"I've been coming to Cyprus for years as I have a lot of family here and have been to scores of restaurants. This one is one of the very best.We sat outside in the evening air. It's really on its own in a residential and business area so actually very easy to drive to and park. Watch out the location on TripAdvisor as it was wrong as on 15 June (reported). The correct address is Vasileos Pavlou 7, 1096 Nicosia near the Ministry of Economics and runs off Grigoriou Afxentiou.It's a relaxed, friendly and easy going place with great service. The waiters are super helpful and happy to help with any recommendations. The food is all local with a nod towards a modern twist here or there. The food is perfect - some of the very best I've had here in my several decades of coming to Cyprus. It's meat dishes are beautiful and there is also a good selection of vegetarian dishes.Love love love this restaurant!",Pantopoleio Kali Orexi,,,"{'neg': 0.015, 'neu': 0.714, 'pos': 0.271, 'compound': 0.9946}",0.9946,pos
120,50,"I actually delayed my trip to Larnaca just so I could try the food as recommended by a Cypriot blogger. The cooking here is modern Greek with Cypriot touches -- my grilled chicken stuffed with halloumi cheese really showcased the cuisine in this corner of the Mediterranean. Food aside, I imagine it's the atmosphere that draws the crowds. On my weekday visit, the place was packed with officer folk and ladies who lunch. It felt like any bustling, yuppie cafe from Los Angeles to Melbourne, Singapore and everything in the between. Oh, and really nice servers, too, which is always welcome.",Pantopoleio Kali Orexi,,,"{'neg': 0.018, 'neu': 0.882, 'pos': 0.1, 'compound': 0.8173}",0.8173,pos
121,40,"A very nice restaurant hiding behind the old GSP parking space.The menu is short, with limited options, but you are likely to find something you like. I tried the pork chop, which was well cooked and well spiced.The waiters are very friendly, and they were very understanding when we complaint about a dish. In fact, they deducted it from the bill, which was more than we could ask for.Nice food, nice service, nice atmosphere, nice place.",Pantopoleio Kali Orexi,,,"{'neg': 0.062, 'neu': 0.648, 'pos': 0.29, 'compound': 0.9744}",0.9744,pos
122,50,"The food is fresh, prices are reasonable, and waiters are very friendly and rapid. I will go there every day for business lunch:)",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.6997}",0.6997,pos
123,50,+++ Super tasty food! +++ reasonable prices! +++ relax and cozy atmosphere! +++ superb service! + next to free parking (Old GSP stadium) + nice yard in the summer,Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.9594}",0.9594,pos
124,50,"Excellent food and rich menu for all taste buds. The staff is extremely helpful, positive and eager to satisfy the customer's needs. The food quality and freshness of ingredient cannot be underestimated. Wine list is also very good . Value for money! I would definitely recommend this restaurant!",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9852}",0.9852,pos
125,50,"Enjoyed Pantopoleio ever since it opened. And the quality of the food has stayed the same all this time: fresh and high quality ingredients, beautifully prepared, and with authentic Greek flavors. The staff is Greek, attentive, knowledgeable and efficient. And the portokalocrema is to die for!!!! A must for anybody who likes Greek food.",Pantopoleio Kali Orexi,,,"{'neg': 0.057, 'neu': 0.678, 'pos': 0.265, 'compound': 0.9196}",0.9196,pos
126,40,Its a regular business lunch choice. Food is geeat especially the daily menu. But its very heavy on the stomach each time. It doesnt stop us visiting it over and over again.,Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.2235}",0.2235,pos
127,40,"Whenever I have a chance to go for business lunch in Nicosia I choose this restaurant, the food is homemade, fresh and realy nice! I usually go for daily menu like salad and fish. The atmosphere is very nice, if it's not too hot it's nice to sit outside. The place gets very busy during lunch but it creates nice atmosphere.",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.9223}",0.9223,pos
128,40,"Visited the restaurant for lunch just today.The location is excellent and the outside seating area is great when the weather is good. The inside is a bit small but evenly arranged so that it doesn't feel packed. I am not suire what happens when the outside is not available but i must say what i experienced.Service is excellent. We had no problems or delays ordering or receiving our dishes.Starters look interesting. We chose two of them and a salad. I must say that even though the portions are quite big, the prices for the starters are quite expensive. When only 2 for lunch i suppose there should be an option to order half portions of starters.I got some traditional meatballs with yoghurt sauce and my friend the grilled sea bass.He enjoyed the fish. My dish was a bit flat. I expected more from a traditional meatballs dish. More seasoning, some spice maybe...We also shared the halva with ice cream dessert which was really good.It's a good experience, a bit expensive for what it is so i wouldn't go there quite often for lunch during work breaks.I definately recommend it.",Pantopoleio Kali Orexi,,,"{'neg': 0.031, 'neu': 0.8, 'pos': 0.169, 'compound': 0.9818}",0.9818,pos
129,30,Nice place with good decorations. The inside is not big and therefore very- very loudly! The tastes were good but not so special that make go again. The portions are very good and fair.,Pantopoleio Kali Orexi,,,"{'neg': 0.084, 'neu': 0.621, 'pos': 0.295, 'compound': 0.8187}",0.8187,pos
130,30,"Is a nice place to go especially if you sit outside. The food is ok, but nothing special. Friendly environment, good staff. I visited the places 3 times and still the same impressions.",Pantopoleio Kali Orexi,,,"{'neg': 0.158, 'neu': 0.6, 'pos': 0.242, 'compound': 0.3337}",0.3337,pos
131,50,Went here for lunch after a long drive. Left full and happy. Tried the pork chop and stuffed burger ( which was not stuffed but tasty!) Desserts ate great!,Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.8619}",0.8619,pos
132,40,"Very good service, nice surroundings especially the garden , tasty dishes and the most exquisite portokallokrema (orange taste cream). You definitely need to make a reservation before going there.",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.8384}",0.8384,pos
133,40,"I come here very often for business lunches and i always look forward to the lunch. The place is nice and simple, always fool and food is great! Service is one of the best in Cyprus - very fast, friendly and attentive",Pantopoleio Kali Orexi,,,"{'neg': 0.056, 'neu': 0.657, 'pos': 0.287, 'compound': 0.9181}",0.9181,pos
134,40,"We went for dinner one lovely evening and generally i was impressed by the quality of service. The waiter's recommendations were very genuine, he wasn't just trying to sell, the way he described each plate made it very clear what each should order. And he was right, the food was delicious! For desert we wanted to order the creme brulee but we also mentioned that we wanted something refreshing so he suggested that we should order the orange cream pie and he was so right! It was the perfect desert for a hot summer night!",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.9283}",0.9283,pos
135,50,I was in Nicosia for business and out by myself this night. As a typical American I walked up at 730p only to be turned away and told to come back at 830. I was glad I waited. The Greek salad was the best I've ever had! Te rest if the meal was excellent and the Mustika offered at the end of the meal was a perfect was to finish! I would highly recommend this place to anyone. I will be back!!!,Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.9616}",0.9616,pos
136,50,"Whenever guests are over for business, this is the place to go. Its great, fresh and daily dishes never disappoint. Its a hidden gem in Nicosia.",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.8252}",0.8252,pos
137,50,"This Restaurant was recommended for making special homemade dishes; we tried to make a reservation; unfortunately the page on Trip Advisor didn’t include much information and no Telephone number to call although it stated Reservations under Dining options. Finally, we found the telephone and called to make reservation.We were lucky that we made the reservation as the Restaurant was fully booked for Saturday lunch. The reception was fine, and although the restaurant was full; the service was great and fast; the waiters were moving like in a beehive.We ordered 3 Starters and 3 Main Courses; they were all unique and delicious; the Stuffed Tomatoes were superb, and the Chicken with Spinach and Prawn Sauce was very tasty; however, the orzo was over cooked.We will certainly visit the Pantopoleio to try the rest of the great unique dishes they offer.",Pantopoleio Kali Orexi,,,"{'neg': 0.029, 'neu': 0.773, 'pos': 0.198, 'compound': 0.9769}",0.9769,pos
138,40,"We have visited that restaurant with some friends. The service was very good, well prepared food with extra touch of unique flavours. On top of that , they have offered us liquer ""masticha"" .",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.8918}",0.8918,pos
139,30,"First time at this restaurant for lunch. Very good decor, attention to details, nice atmosphere and kind staff. We ordered the chicken with 'moscholemono' and honey and wild rice, and a pork chop with chips and spinach. The pork chop was ok but nothing special, the portion though was very generous. I expected the chicken to be marinated with moscholemono and honey and grilled, but in reality it was boiled chicken topped with a tomato sauce, but no taste of honey or lemon. The wild rice was just untasty which was very disappointing as I love wild rice. I would really like to give it another chance as everything else was very good.",Pantopoleio Kali Orexi,,,"{'neg': 0.077, 'neu': 0.707, 'pos': 0.216, 'compound': 0.958}",0.958,pos
140,40,"very good food and good selection of wines. good service, warm people. nice atmosphere. a bit expensive",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.9228}",0.9228,pos
141,40,Nice atmosphere both inside and outside. Kind and efficient service. Good quality greek food. Menu now in need of some changes to reflect better the year's seasons.,Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.93}",0.93,pos
142,50,"We've been to Pantopoleio multiple times since they opened a few years back. The food and service has always been outstanding. The portions are very generous. The atmosphere can get loud but should be no surprise as the place is popular since it is a great place to socialize. The decor is outstanding as well. I'll continue giving 5 stars although I don't like to if an establishment does not have draught beer, but, because Pantopoleio always completes every meal with some exceptional, gratis ice cold house mastich, they get 5 stars. Always a great time at Pantopoleio.",Pantopoleio Kali Orexi,,,"{'neg': 0.045, 'neu': 0.664, 'pos': 0.291, 'compound': 0.9842}",0.9842,pos
143,40,"Went there for lunch with friends, and we really enjoyed our meal, albeit with very slow service. Our friend had a limited time, and even though we ordered early, we got our food much later than most patrons. We tried the fava, very tasty, and the ""mpoutakia"" filled chicken thighs with halloumi and bacon! I will try the recipe. Also served with salad with ""glistirida"" a very nice local touch. Overall, slightly slow service, slightly overpriced (the portion of chicken was very small for its price, four half-thighs), but nicely prepared and very polite. Would return.",Pantopoleio Kali Orexi,,,"{'neg': 0.014, 'neu': 0.84, 'pos': 0.146, 'compound': 0.9106}",0.9106,pos
144,50,"Excellent food, great atmosphere especially in the outdoor area. The menu changes twice a year, but favorite dishes are always part of it. Thomas always available to greet and serve his customers.",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.8968}",0.8968,pos
145,50,This is the place to visit when you miss home-made Cypriot and Greek cuisine. Everything that we tried was made with fresh and seasonal ingredients and tasted delicious. There is an a la carte menu but also dishes of the day. The service was excellent and the members of staff were very polite and extremely helpful! The whole experience reminded us of the taverns/ouzeri in Greece! We will definitely return next time we are in Cyprus.,Pantopoleio Kali Orexi,,,"{'neg': 0.015, 'neu': 0.787, 'pos': 0.198, 'compound': 0.9518}",0.9518,pos
146,50,"I really do like this place! I live in this town and every time I go I have a pleasant fulfilling experience. The food is really yummy and fresh. Ingredients and spices are local. Dishes are prepared according to the season's availability. The service is perfect and the owner, Thomas, is a professional. Have dinner or lunch and you will not regret it. Family, business, friends, date...all blend well in a nice loud atmosphere. Try to share dishes.",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.9813}",0.9813,pos
147,40,"Visited it on Saturday night. Although it was a bit late (after 11 pm) kitchen was open and we were able to order. Since it is summer we had an outside seating.It is a Greek tavern with good food, good value for money and excellent service.Tip: The mastic liqueur offered courtesy of the shop at the end of the meal is great!",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.9571}",0.9571,pos
148,40,"Having tried all main courses except the steak which run out, best choices for us were the burger and soutzoukakia. Our starters were also very good as was the salad with halloumi. Of the two deserts we tried the yogurt mousse tart was excellent. Service was also very attentive and friendly. Will visit again.",Pantopoleio Kali Orexi,,,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.9388}",0.9388,pos
149,40,"I always like the food here. The prices are reasonable, the waiters are friendly. Its great in the summer when you can sit outside. In the winter it can get a bit noisy inside (rather low ceiling). Plain and simple. You cant go wrong!",Pantopoleio Kali Orexi,,,"{'neg': 0.072, 'neu': 0.686, 'pos': 0.241, 'compound': 0.8704}",0.8704,pos
0,50,"We didn't have a reservation but managed to get a table. The meal was just wonderful; it's very big restaurant and you need to be good with that; the service was really attentive and helpful though. There was some dreadful football dross on the TVs while we were there (and there are a lot of TVs) but it strangely seemed quite good and the food was the reason we were there.And the food... oh, the food! I've got shish tawook marinating in the fridge right now because of this place!We loved it. Great food, great service and great atmosphere.",Syrian Arab Friendship Club,Review 1 Similarity,1.0,"{'neg': 0.05, 'neu': 0.65, 'pos': 0.3, 'compound': 0.9899}",0.9899,pos
1,50,people enjoy the place for the friendly atmosphere and good tasty food. meat complemented with fresh green vegetables and Syrian bread,Syrian Arab Friendship Club,Review 156 Similarity,0.503952631,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.891}",0.891,pos
2,50,Even if you are not aware of the Syrian food you can still order a mee according to the persons in your company and for sure you will wnjoy a tasty and quality/quantity food,Syrian Arab Friendship Club,Review 318 Similarity,0.503952631,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.3182}",0.3182,pos
3,50,Been there many times. Service is excellent and food always of the highest standard. Staff are always friendly and efficient and know everything about the menu. Prices are also very good. Definitely value for money,Syrian Arab Friendship Club,Review 392 Similarity,0.503952631,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.9554}",0.9554,pos
4,50,"Have been going to this restaurant occasionally on a number of years, and their quality still remains excellent. Good food, relaxed atmosphere, friendly staff and good value for money.",Syrian Arab Friendship Club,Review 361 Similarity,0.502518908,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.954}",0.954,pos
5,40,"Really nice food, good quality. Service was good, polite and pleasant staff. Loved the meze with all Syrian traditional dips.",Syrian Arab Friendship Club,Review 404 Similarity,0.502518908,"{'neg': 0.0, 'neu': 0.474, 'pos': 0.526, 'compound': 0.9487}",0.9487,pos
6,40,"Delicious Syrian food and very good staff. The place is nice, as well as the atmosphere. We had a very good time!",Syrian Arab Friendship Club,Review 423 Similarity,0.502518908,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.9358}",0.9358,pos
7,40,"I have visited this restaurant on more occasions that I can remember really. Food is of constantly good quality. The staff always friendly. I recommend this place especially during the non-winter months as the heating arrangements during the winter are poor. Overall, one of the very good places to eat in Nicosia.",Syrian Arab Friendship Club,Review 486 Similarity,0.502518908,"{'neg': 0.053, 'neu': 0.751, 'pos': 0.196, 'compound': 0.8126}",0.8126,pos
8,50,i was invited for a wedding the food is amazing as always friendly service they make the best chicken and falafel fried chick peas they have amazing syrian sweets,Syrian Arab Friendship Club,Review 48 Similarity,0.5,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.9595}",0.9595,pos
9,40,"great syrian food, nice atmosphere, one of the better known syrian restaurants in cyprus. worth a visit for genuine syrian food",Syrian Arab Friendship Club,Review 128 Similarity,0.5,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.8934}",0.8934,pos
10,50,"This is a meze restaurant which like most of this type offers a huge selection of small plates, bowls and platters of really some of the best appetizers one can imagine. The local is in south Nicosia in a neighborhood. The interior setting is festive and ornate with efficient waiters who are prompt and kind. The food is decidedly a blend of Cypriot and Arabic including 2 huge bowls of salads,all the usual meze dips and a more than ample selection of grilled meats to savor.I would suggest ordering 1 less meze than the number of guest since there is so much great food.",Syrian Arab Friendship Club,Review 157 Similarity,0.5,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.9755}",0.9755,pos
11,50,Very good athmosphere and the meals were amazing. Portions were relatively big and the food was delicious. Totally recommend it if you are in Nicosia.,Syrian Arab Friendship Club,Review 213 Similarity,0.5,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9258}",0.9258,pos
12,50,"The whole experience is 5 star. Staff are so welcoming and helpful, the service is prompt. The food is best quality and presented well. There is only a small menu choice BUT if you want different then so be it. Have been eating here for over 14 years and keep going back...which tells you ? yes its worth it",Syrian Arab Friendship Club,Review 227 Similarity,0.5,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.917}",0.917,pos
13,30,Consistently good food quality. Meze is the top pick for me at 15 euro - value for money. Drinks and desserts are expensive. Local beer at 5 euro and plain ice cream at 4.,Syrian Arab Friendship Club,Review 233 Similarity,0.5,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.7269}",0.7269,pos
14,50,Very tasty Arab food. Beautiful and young expert belly dancer but only danced only for a few minuits. Smoking area is excellent and open-air with nargile service,Syrian Arab Friendship Club,Review 264 Similarity,0.5,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.8176}",0.8176,pos
15,50,"Very enjoyable. Food is very good, plenty of it and very attentive staff. Shisha choice is excellent and cheap.",Syrian Arab Friendship Club,Review 311 Similarity,0.5,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.8775}",0.8775,pos
16,40,"Possibly the most authentic and the most amazing Arabic food you can have in Lefkosia. All dishes prepared fresh for you, but it's totally worth the wait! The tastes are just tantalizing - you keep wanting more. Plan on not having a huge meal before your visit here :)The ambiance leaves something to be desired, but that is more than compensated by the excellent service you get over and over again.",Syrian Arab Friendship Club,Review 321 Similarity,0.5,"{'neg': 0.03, 'neu': 0.767, 'pos': 0.203, 'compound': 0.9183}",0.9183,pos
17,40,Nice arab food plenty plates for vegeterians good prices. If you go on weekend make reservation to be sure.,Syrian Arab Friendship Club,Review 389 Similarity,0.5,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.7906}",0.7906,pos
18,40,"This place has been around for over a decade. It never lets you down. They always serve good quality Arabic food. Its sister restaurant, Sawa on weekends and dinnertime is a personal favourite choice. But during the weekdays this place is a safer bet as it never lets you down. Its a safe bet when you do not know where to go in Nicosia.",Syrian Arab Friendship Club,Review 391 Similarity,0.5,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.8225}",0.8225,pos
19,40,Really typical restaurant in which I had the possibility to taste the main Syrian dishes. Food was really good and the atmosphere of this huge restaurant is unique!,Syrian Arab Friendship Club,Review 417 Similarity,0.5,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.7278}",0.7278,pos
20,50,This is one of the places where you get genuine syrian food made by syrians! Its amazing. Good quantities and value for money. We had the meze and a shisha after and the whole experience was worth it.,Syrian Arab Friendship Club,Review 491 Similarity,0.5,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.8832}",0.8832,pos
21,40,Definitely one of the best places in Nicosia for Syrian food. They have a great variety of salads and dips and everything is very fresh and tasty. I have been visiting this place for many years and i believe that they maintain their high standards. I will keep visiting this place for sure :))),Syrian Arab Friendship Club,Review 354 Similarity,0.5,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.9422}",0.9422,pos
22,30,"Recommend for a relaxed informal business meal - 8 of us attended having typical Syrian food of average to good quality. Staff were friendly, surroundings are not special and would not take clients here who are looking for 4 to 5 star surroundings.Enjoyable night had by all although staff did looked to focus more time on the local regulars than our paying attention to our group.Would go again for the food as it is a change to other styles offered in Cyprus.Not a place that would impress, or support a business evening, more of a place to relax in your jeans...",Syrian Arab Friendship Club,Review 367 Similarity,0.5,"{'neg': 0.021, 'neu': 0.788, 'pos': 0.191, 'compound': 0.952}",0.952,pos
23,50,"Yes, this is my favourite place to eat of all the places I have travelled too so far - and that is quite a few. This may in part be down to fantastic memories of days gone by in Nicosia and that we had gotten to know the restaurant quite well - but it has got a lot to do with the the amazing food too.I still long to return for the tabbouleh salad, muhammara (red pepper and walnut) dip, flat breads (they do these in impressive size and quantity), falafels, halloumi pieces and the lamb kebab.They also do takeaway of all of their menu (I wonder if they deliver to the UK!). I would go back to Cyprus just to eat here!",Syrian Arab Friendship Club,Review 487 Similarity,0.5,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.944}",0.944,pos
24,20,"After 20 years of visiting this restaurant I must admit its gone to ****. Prices have gone up by 30% in the last year. Portions have gotten smaller and in essence you end up paying Fish/oriental restaurant prices for a few dips and a kebab. Being a regular, there was always a complimentary tea or coffee and some sweets after food. Prices for coffee and a sweet rivalled a five star hotel.. On the plus the food is fresh (apart from the fried pastry which was frozen inside and the dip which was sitting in the fridge) and if you have never eaten this type of food before you would be pleasantly surprised.",Syrian Arab Friendship Club,Review 8 Similarity,0.49746833799999995,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.9451}",0.9451,pos
25,30,"Hi All, I went to the restaurant as part of our team engagement post our full day workshop. The restaurant was selected purely based upon being Halal serving. We had most of Muslim friends hence we were there. The food portions were big, quite a big menu and a lot to explore. Alcohol serving was putting a bit doubt on the food being Halal as posted by some of our colleagues but restaurant staff assured that its an authentic Halal restaurant. Overall good engagement with the team thanks.",Syrian Arab Friendship Club,Review 121 Similarity,0.49746833799999995,"{'neg': 0.018, 'neu': 0.787, 'pos': 0.195, 'compound': 0.9544}",0.9544,pos
26,40,"Liked the food, typical nice Eastern Arabian food but a bit pricey. The atmosphere while they try to make it nice, mm is not the best, not cost but food is really nice",Syrian Arab Friendship Club,Review 297 Similarity,0.49706742299999995,"{'neg': 0.106, 'neu': 0.632, 'pos': 0.262, 'compound': 0.6856}",0.6856,pos
27,40,"Nice location, quiet erea but close to Nicosia center. Very nice food with a big variety in the menu. Tasty bread. Excellent service and quick. Nice belly dancing. A good place for family night out. We had a great break from routine.",Syrian Arab Friendship Club,Review 158 Similarity,0.48507125,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.9783}",0.9783,pos
28,40,"This restaurant serves the most spectacular food, so flavoursome and varied. Order the meze and main course selection. The parsley salad is divine and the meats so tender. Finish with a cardamom coffee. I have only awarded four stars as I feel it could be made to feel more authentic, rather mundane with the ordinary tables and table cloths.",Syrian Arab Friendship Club,Review 14 Similarity,0.48112522399999996,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.743}",0.743,pos
29,20,"The food was definitely not out of the ordinary for MIddle Eastern cuisine, we have eaten better at other Syrian restaurants in Limassol. I would not recommend this place it is way too vast for a start and the menu is suspiciously large.",Syrian Arab Friendship Club,Review 53 Similarity,0.48112522399999996,"{'neg': 0.101, 'neu': 0.78, 'pos': 0.118, 'compound': 0.1999}",0.1999,pos
30,50,The restaurant is simple and beautiful . The staff is very polite and the maze is just amazing . Just if you decide to go it is better not to eat all day :D because you will need space to taste and enjoy all the food,Syrian Arab Friendship Club,Review 83 Similarity,0.48112522399999996,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.9574}",0.9574,pos
31,50,"A really hearty and festive variety of plates from Syrian cuisine, including salads, meat, and falafel, as well as pitta bread. Tip: Order the potatoes on top of the meze, they are really that good. You can stay longer and enjoy your narghile / shisha, and don't say no to the mahalepi (lebanese/syrian) dessert. A truly enjoyable experience, and very friendly service, for the lovers of good and honest food!",Syrian Arab Friendship Club,Review 187 Similarity,0.48112522399999996,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.986}",0.986,pos
32,50,Ok this restaurant has the most tasted syrian/arab food i have ever taste!!!!!!! Please try those small pies with cheese Wverything was amazing and really low cost!,Syrian Arab Friendship Club,Review 212 Similarity,0.48112522399999996,"{'neg': 0.071, 'neu': 0.65, 'pos': 0.28, 'compound': 0.795}",0.795,pos
