,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
734,10,"I've been in Nicosia for business purposes, and stayed in hotel for three weeks. Main impression - staff is very unprofessional, never would rate them as a 4* hotel. TWICE my personal belongings were TAKEN OFF BY HOTELL STAFF (minorly valued, but still that shouldn't happen in any hotel)! After both time I threat that I will call the police they returned them, otherwise I doubt that they would do so !!!When I approached the guy at the reception with my complains on this - he laughed in my face ?! ?! ?! On the top of the above - my company paid to the hotel more than 5500€ for their ""services"", so I can only imagine how they treat the customers that pay less ! Very very UNPLEASANT EXPERIENCE which I wouldn't recommend to anyone.Beside these things with plunder of my personal belongings, there are other ""minor"" things I didn't like in this hotel:1. Half of the hotel is NOT REFURBISHED, so usual case is that you initially always get the room in the non refurbished part, so if you don't complain you'll be stuck in THE ROOM FROM MIDDLE '70s (again, we are speaking here about 4* hotel)2. BREAKFAST is every day the same, so after two weeks I stopped go there. Best thing they offer for the breakfast are the watermelons, but as nothing in this hotel is as it should be, they peal one water melon, and when it is eaten they don't refill the plate, so you have to go very early in the breakfast if you want to catch the full meal. This is the case with almost everything offered for breakfast (at least for decent stuff).3. STAFF that works in the dining room is mostly consisted of young men's (I'd rather say kids 15-20 years old ?!), who don't know how the service in a 4* hotel should look like, so when you ask them to bring you something (i.e. coffee, tea, etc.) they first turn around their eyes making ""a face"" and then go to do what you asked for. After I saw this is the usual case I stopped asking anything from them in order to avoid spit in my coffee or something4. BEDS ARE VERY UNCOMFORTABLE! Generally there are no twin beds but rather two single beds placed next to each other acting as a twin bed. When you sleep they know to spread apart and you can find yourself on the floor. Beside this they are very uncomfortable, so many mornings I woke up with the pain in my neck, my back and in my shoulders.Bottom line is that I will certainly avoid this hotel in the future, which I recommend to the other as well, because for the price which is equivalent to the prices of 4* hotels in London for instance, this level of ""quality"" and ""service"" is at least 20 levels below!Finaly, after my initial comment on TripAdvisor website I was threaten by the hotel owner that they will press charges on me for my negative rate and my comment ? Honestly, I think that nobody needs this kind of experience for its own money.",Cleopatra Hotel,Review 102 Similarity,0.329739004,Review 111 Similarity,0.116296761,"{'neg': 0.129, 'neu': 0.815, 'pos': 0.057, 'compound': -0.9922}",-0.9922,neg
736,30,"I have stayed one week in Cleopatra during a business trip in Nicosia. It is very average hotel, for the room price, only goo dthing is that it is close to the old city center. The bed is not comfortable at all, the sheets are thin, and the windows are covered by one blinder and one curtin, both cover half window, every day I was waking up at 6am due to the light, they should know that the hotel is located in Cyprus, not in a cave!The breakfast is poor, no traditional food, like haloumi. The gym is good, there is a sauna and a hamam, quite small though.In general Cleopatra is an old hotel and it seems like an old hotel.",Cleopatra Hotel,Review 138 Similarity,0.24902912300000002,Review 159 Similarity,0.115278084,"{'neg': 0.066, 'neu': 0.872, 'pos': 0.063, 'compound': -0.1012}",-0.1012,neg
738,30,"Nice room, we were on the front with balcony. Rooms very clean. Breakfast was very boring and the food was not hot. Strange reception when checking in, not really sure what was the problem as room paid in advance.",Cleopatra Hotel,Review 159 Similarity,0.492365964,Review 10 Similarity,0.113960576,"{'neg': 0.156, 'neu': 0.69, 'pos': 0.154, 'compound': -0.0224}",-0.0224,neg
745,20,"Reception staff polite and helpful. The hotel decor is very tired and the rooms not partially clean, beds very uncomfortable, too hard. The position of the hotel is brilliant location for the old city of Nicosia.",Cleopatra Hotel,Review 120 Similarity,0.28306925899999996,Review 141 Similarity,0.104828484,"{'neg': 0.215, 'neu': 0.644, 'pos': 0.142, 'compound': -0.3416}",-0.3416,neg
753,30,"Except location, it is centrally located-good mainly for business, it is an average hotel. The room was not comfortable, but clean, with small bathroom with worn towels. The quality of breakfast was average and the price is not justified (93 Euro/night). There is parking place. Upholstery in hotel hallways old and need changing. I could not say that I enjoyed my stay there",Cleopatra Hotel,Review 130 Similarity,0.396059017,Review 53 Similarity,0.09166985,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.9182}",-0.9182,neg
757,40,"No complains about this midrange hotel. Very good rooms and good breakfast at a reasonable price. Location in the city is also good, and I would definitely visit it again on business trips.There is also small parking below the hotel, but not so easy to maneuver a car.",Cleopatra Hotel,Review 51 Similarity,0.234146453,Review 167 Similarity,0.086710997,"{'neg': 0.139, 'neu': 0.709, 'pos': 0.152, 'compound': -0.0781}",-0.0781,neg
765,10,"We came here for a wedding and was only staying one night. I read a lot of review about this hotel and was in 2 minds. I thought it one night only how bad can it be. We were excited to be here but then it go bad. When we arrived to the hotel they ask us to park in the under ground car park it was to the side of the hotel down a ramp. As we park we look for an entrance to get to the hotel there wasn’t one the car park very small and dangerous we had 3 small children’s and bags with us one of my 3 year old fell over in this car park and hurt her leg bad and we had to walk up the ramp to get out where we drove down very stupid.We went to check in I told the man how silly it is and how my 3 year old hurt her self he like I know! that was it. Then we were hungry and asked if they did lunch it was 2pm the man said we have 2 restaurants. So we check in put bags away came down stairs to eat as kids were hungry the man said you can only eat in the bar area it was very hot in there the man that was serving us was very rude like he didn’t want to do anything, we ask him how big is the pasta ( see pic she had ate half of it and this is what was left. way to big)is it big so we can share between children he like no,one each is enough so we order 3 pasta when it came they were massive they didn’t finish it all the man came and said,this is a waste why didn’t they eat it we don’t waste food in cyprus. How dare he he was the one told us it was good size and order 3. He was so rude when we ask for a folk he huff and puff.As we went to our room was clean and tidy I look out the window and there was a massive car park u could park in why the hell did he tell us to park in a tiny car park small enough to not swing a cat. 😡This hotel was clean tidy but rude staff if it wasn’t for the wedding I would not stay here! no need for rudeness.Breakfasts was nice lots of options swimming pool look ok. Hotel very small last November we stay at the Hilton much better for few days for another wedding if I knew I would have stay there again.",Cleopatra Hotel,Review 28 Similarity,0.425628265,Review 35 Similarity,0.079242885,"{'neg': 0.108, 'neu': 0.809, 'pos': 0.083, 'compound': -0.9653}",-0.9653,neg
767,30,"I booked in this hotel for 2 nights for a business trip. The hotel is old and not well maintained. When I entered my room it smelled like cigarettes smoking. I opened the balcony door for aeration, but it didn't help. The next day, I left the room, and came back to the same problem of smell of smoking. The room is clean, but overall I didn't enjoy my stay in this hotel.",Cleopatra Hotel,Review 6 Similarity,0.29793978600000004,Review 127 Similarity,0.078811041,"{'neg': 0.147, 'neu': 0.783, 'pos': 0.069, 'compound': -0.7172}",-0.7172,neg
768,30,"We had booked 4 nights here whilst in Lefkosia, checked in and was disappointed with the reception area and dinning room, very tired, dark and in desperate need of refurbishment.The room was very small, and although had been recently refurbished was very dark and claustrophobic.Look very geared up to single business travellers, having only one chair at the table inside and on the balcony and only one set of bedside draws.Air-conditioning took a while to get working but reception manager was very helpful.Breakfast was very disappointing, everything looked lifeless and uninviting.In the morning we decided we would check out early and find somewhere else, as this really was not a 4 star hotel even by Cyprus's standard.Reception manager was very helpful and didn't seem that surprised!",Cleopatra Hotel,Review 161 Similarity,0.29793978600000004,Review 128 Similarity,0.078811041,"{'neg': 0.096, 'neu': 0.872, 'pos': 0.031, 'compound': -0.7709}",-0.7709,neg
774,30,"This hotel certainly does not qualify as a 4-star hotel.The maintenance of the hotel is horrible and the rooms are small and not so clean. The beds are not so comfortable.The staff is not so friendly except for a couple of people there, but in all fairness they were quite helpful when I asked them for their help.The breakfast is quite poor in terms of quality and selection.The good thing about the hotel is the location which I felt made up for the rest.",Cleopatra Hotel,Review 171 Similarity,0.36028834600000004,Review 86 Similarity,0.074124932,"{'neg': 0.117, 'neu': 0.78, 'pos': 0.104, 'compound': -0.0579}",-0.0579,neg
784,20,"This hotel is outdated, reception staff is grumpy, room is worn, bath room is old, the windows do no shut well = noisy, dirty carpet and alloys, very hot inside the room (airco needed all night long = noise en plus), no complementary water. No info about the hotel and surroundings in the room.The only positive point is one waiter, who was so friendly when I ordered my ouzo, that I thought he was misplaced....This hotel is only 2* worth.I rated average, because a 4* hotel is a ABSOLUTELY something else.....",Cleopatra Hotel,Review 26 Similarity,0.335578028,Review 104 Similarity,0.062136977,"{'neg': 0.135, 'neu': 0.766, 'pos': 0.099, 'compound': -0.149}",-0.149,neg
789,10,"I've stayed at this hotel a few times over the last 8 years. The last time I visited was in 2010 and I felt then that the hotel needed significant upgrading. My latest visit was in October 2014 and I was surprised that nothing has been done to update the facilities. The hotel advertises a number of lovely modern rooms on its website. Sadly it only has a small number of these and the reality for most is a 1980's style bedroom. I had 2 rooms on this visit due to a broken door. The first had a modern bathroom but the 2nd had an old fashioned affair with a cracked toilet and a shower that had to be hand held to have any chance of the water hitting my head. The air conditioning unit left much to be desired - roaring and banging through the night. Like many Cypriot hotels this one has an ironing room. Sadly it is closed between 7pm and 7am - which is of little use to a hard working business traveller. I had to fight for it to be open after 7pm on my 2nd night after being reduced to nothing but my pyjamas as everything was too creased to wear. They did finally open it but there was no iron in the room and no-one knew where it was. Almost an hour later I managed to iron my clothes. My door broke on this visit - yet more evidence of a need to refurbish. Initially I was simply asked to use the chain - but as a female traveller I insisted that I had no desire to deal with a lack of security or a need to sit in my room all night guarding my things. They finally changed my room but there was no apology for the inconvenience and no offer of help to move a considerable amount of luggage between rooms and floors. I have a bad back so I didn't appreciate this. All in all this was a disappointing experience and I will be taking my custom elsewhere in future. Sorry Cleopatra but until you smarten up, your time is up with me!",Cleopatra Hotel,Review 156 Similarity,0.25,Review 158 Similarity,0.05143445,"{'neg': 0.124, 'neu': 0.783, 'pos': 0.093, 'compound': -0.9307}",-0.9307,neg
796,20,"This hotel is way too expensive for what it is. they gave a ""good room"" as they said, which I appreciate. however the bathroom was horrible very small with no room to leave your stuff and the shower was too out-dated. I constantly has a feeling like it is not clean, and actually when I had to make a phone call and realized the the phone in my room does not work I used the phone at the bathroom and its cord was covered totally in a thick grey layer of dust, it was discusting. The lobby is decent but the breakfast area is depressing, and the breakfast very, very poor. Overall it looks and feels old. The internet access was pathetic, almost non-excistent, and I was there for work so I was very annoyed. This hotel should cost about 50€ less!!",Cleopatra Hotel,Review 214 Similarity,0.471404521,Review 18 Similarity,0.0,"{'neg': 0.164, 'neu': 0.776, 'pos': 0.06, 'compound': -0.9633}",-0.9633,neg
808,30,"Cyprus is going through a bad time at the moment so while I was a bit disappointed with the Hotel, once does make some allowances.Nevertheless, my room (106) was a bit spartan and the internet connection was poor. The air con did not function in the hotel corridors (it was 40 degrees plus outside).On the plus side, the service in the bar and restaurant area was friendly, if a little slow.Location wise, the hotel is located in the centre of Nicosia and is certainly close to facilities.",Cleopatra Hotel,Review 182 Similarity,0.336787657,Review 103 Similarity,0.0,"{'neg': 0.103, 'neu': 0.807, 'pos': 0.089, 'compound': -0.3134}",-0.3134,neg
809,10,"As far as I know Cleopatra is died for a long time ago- the same this hotel with.They say this is 4* place. Disable! The last renovation was when Cleopatra was alive. Fitness is working from 10.00- nice time for bussiness?! Rooms look as prison camp. But the coolest place in the whole hotel is minibar in the room - first of all it's dirty place, then bottle of beer from this bar was full, of ,let's say, worms!!!!!!!!!! I'm traveling for bussiness more then twenty years-but no doubt, Cleopatra will be always number One. Pleace be carefull here.",Cleopatra Hotel,Review 88 Similarity,0.33541019699999997,Review 105 Similarity,0.0,"{'neg': 0.141, 'neu': 0.78, 'pos': 0.079, 'compound': -0.8346}",-0.8346,neg
811,10,"This is definitely not a 4 star hotel. Two stars if you are feeling generous! The rooms are clean but not attractive. The bed was a disaster, like the small bathroom. Felt a bit soviet...To expensive for what it offers.",Cleopatra Hotel,Review 220 Similarity,0.333333333,Review 109 Similarity,0.0,"{'neg': 0.181, 'neu': 0.599, 'pos': 0.22, 'compound': -0.4021}",-0.4021,neg
812,20,"A hotel with great location, extremely small parking space (fits a few cars). The bedroom was renovated but the beds where old, small and very uncomfortable. The air-conditioning was annoying for it was a very cheap make which did not keep the room temperature. The bathroom was OK, if you ignore the dangerous difference in the hight of the bathroom floor in comparison to the room level, you may easily trip. Veranda is old and the windows do not lock..",Cleopatra Hotel,Review 179 Similarity,0.327805034,Review 112 Similarity,0.0,"{'neg': 0.157, 'neu': 0.742, 'pos': 0.101, 'compound': -0.7383}",-0.7383,neg
813,30,More 3 star than 4. Receptionist not very welcoming. Room was ok but not worth 94€. Gents Toilets near the breakfast room were not clean. Breakfast room was too hot and the yogurt was not in a cooler.,Cleopatra Hotel,Review 95 Similarity,0.327326835,Review 113 Similarity,0.0,"{'neg': 0.166, 'neu': 0.794, 'pos': 0.04, 'compound': -0.6246}",-0.6246,neg
816,30,"We have chosen this hotel because we could not find somewhere else. An old hotel in the city center of Nicosia . Nothing special with 5 stairs to go for going to reception .No ramp available .Breakfast , basic for a 3 star hotel .Coffe not drinkable. Cleanliness is ok but when entering the room there is a sewage smell .",Cleopatra Hotel,Review 52 Similarity,0.316227766,Review 118 Similarity,0.0,"{'neg': 0.058, 'neu': 0.914, 'pos': 0.029, 'compound': -0.1603}",-0.1603,neg
817,20,"Average in all sense. Average maintenance, average service. The TV was smaller than the required size for the distance, difficult to use and very few available channels. The bed was of poor quality and blanket had a stain. The bath tab was damaged and the room door so thin that you could hear everything happening outside. Breakfast setup really amateur and the room needs extra ventilation. Cleaning was ok.",Cleopatra Hotel,Review 72 Similarity,0.3086067,Review 121 Similarity,0.0,"{'neg': 0.114, 'neu': 0.857, 'pos': 0.029, 'compound': -0.743}",-0.743,neg
821,10,"Stayed 3 nights for a baptism nearby. Executive refurbished room was very dark, small window/ balcony door, and on a noisy street although I had asked for a quiet room as was acknowledged. The room was so small that I had to clamber round the chair and table to get into bed. The breakfast buffet was very poor, scrambled eggs tasted like reconstituted from powder. Barman was good and knowledgeable. Otherwise not recommended at all.",Cleopatra Hotel,Review 188 Similarity,0.29704426300000003,Review 131 Similarity,0.0,"{'neg': 0.088, 'neu': 0.841, 'pos': 0.071, 'compound': -0.0734}",-0.0734,neg
827,30,The place is very good but the very bad smell in my room from toilets it makes me fell very bad. I dont know what happen but if you leave the room without fresh air the smelling is very unbearable. Receptionist and house keeping they know about.,Cleopatra Hotel,Review 5 Similarity,0.25,Review 156 Similarity,0.0,"{'neg': 0.247, 'neu': 0.717, 'pos': 0.037, 'compound': -0.919}",-0.919,neg
828,30,"The room is actually very comfortable and calm not directly on the main road. Shortage in towels indeed. Breakfast is a huge disappointment with a poor selection of cheese and charcuterie and very badly made eggs, sunny side up and scrambled. Even fruits are big portions and tasteless.",Cleopatra Hotel,Review 54 Similarity,0.23570226,Review 164 Similarity,0.0,"{'neg': 0.193, 'neu': 0.622, 'pos': 0.184, 'compound': -0.1372}",-0.1372,neg
831,30,"Rooms are big with a lot of natural light. Furniture is old, not in the best shape. Bathrooms are bad, towels are more than extremly used. AC and fan are very noisy. Breakfast is good. I would say it is a maximum 3 stars hotel. You can reach the old towm in a 12-15 minutes walk.",Cleopatra Hotel,Review 44 Similarity,0.204124145,Review 175 Similarity,0.0,"{'neg': 0.144, 'neu': 0.714, 'pos': 0.143, 'compound': -0.2642}",-0.2642,neg
833,10,We lost 2 bisnis phone calls bcs nobody tell us. And thay ask us to pay more money for the room bcs thay give us single room and we book double... so we must pay for thair stupid mistakes. Never here again,Cleopatra Hotel,Review 98 Similarity,0.204124145,Review 177 Similarity,0.0,"{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.8402}",-0.8402,neg
837,20,"Even though they advertise recently renovated rooms and charge more than the standard rooms the Cleopatra hotel is a big disappointment. The renovated room we had smell like a sewer and was dirty even the bathroom was full of hair. The tiny balcony had plaster falling from the roof. No free wifi and only a rude responce from the reception, bad tv signal and noisy ac. No parking at all. A big thumbs down.",Cleopatra Hotel,Review 178 Similarity,0.184637236,Review 186 Similarity,0.0,"{'neg': 0.237, 'neu': 0.696, 'pos': 0.067, 'compound': -0.9118}",-0.9118,neg
840,30,"It is a decent hotel, well positioned. Itself is nothing special a little bit old but simple. People are ok, no complains. There is wifi, parking, also the swimming pool. The big advantage is the location that is less than 1km to the old town.",Cleopatra Hotel,Review 96 Similarity,0.144337567,Review 193 Similarity,0.0,"{'neg': 0.151, 'neu': 0.716, 'pos': 0.133, 'compound': -0.2451}",-0.2451,neg
856,30,"We visited the museum on the 31st July, it was an hours run from ayia Napa, unfortunately when we arrived at the museum it was closed.There is a small car park opposite the museum which costs 3 euro per day.",Cyprus Classic Motorcycle Museum,,,,,"{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.34}",-0.34,neg
871,10,"We tried to visit the museum on a Tuesday at around 1:30pm, according the this page it was supposed to be open till 5pm, however it was closed! It was very disappointing as I was really excited to visit the museum! No information was present on the outside of the museum.",Cyprus Classic Motorcycle Museum,,,,,"{'neg': 0.114, 'neu': 0.837, 'pos': 0.049, 'compound': -0.555}",-0.555,neg
880,20,"We came to visit at a bit past 1600 on a Wednesday. Their webpage states they should be open at the time, but the door was closed. We called their phone number, but there was no answer. The following day some of our group managed to visit during the day (we split up), and they told them they'd be open until late that day. Those of us who missed it went and found it closed again.If you wish to go, call them beforehand to make sure they are open. Overall, it was disappointing.",Cyprus Classic Motorcycle Museum,,,,,"{'neg': 0.096, 'neu': 0.826, 'pos': 0.077, 'compound': -0.4497}",-0.4497,neg
890,20,"Cyprus has a lot of history and a lot of culture. That is experience mostly through talking to local people, driving around, visiting the old city and reading about it. The museums are small and boring compared to everything else there is to see!",Cyprus Museum,Review 405 Similarity,0.0,Review 316 Similarity,1.0,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.3802}",-0.3802,neg
894,50,The ruins in this museum tell the story of civilization. It's a small museum and can be toured in less than an hour. It's a must see for anyone interested in classical history or archaeology/,Cyprus Museum,Review 132 Similarity,0.471404521,Review 11 Similarity,0.471404521,"{'neg': 0.079, 'neu': 0.847, 'pos': 0.074, 'compound': -0.0516}",-0.0516,neg
901,50,Cyprus Museum is in the center of Nicosia and it is very easy to find. It is a really quite place and full of exhibits from many eras of the history of Cyprus. Very interesting. For all ages. We spend there almost 2 hours. We have no guide but we did not need it probably because there were explanation boxes for every exhibit. It is worth the visit and your time.The only negative thing that I would mention is that the stuff was some times a little loudy and that was irritating because the place was very quite in general.,Cyprus Museum,Review 187 Similarity,0.34815531200000005,Review 97 Similarity,0.46291005,"{'neg': 0.099, 'neu': 0.84, 'pos': 0.06, 'compound': -0.7357}",-0.7357,neg
903,30,"The first time I visited the Cyprus Museum was back in 1967. Nothing much changed since then. It contains some excellent pieces of arts from Cyprus's ancient history but the way they are displayed is very boring. Not user friendly at all. Not a surprise that only a tiny portion of the tourists that come to Cyprus visit it. Cypriots rarely set a foot in it. A visit to the British Museum and/or the Metropolitan Museum of Art in New York, by the people in charge will give them some ideas as to how to display items.",Cyprus Museum,Review 314 Similarity,0.346410162,Review 99 Similarity,0.461880215,"{'neg': 0.091, 'neu': 0.885, 'pos': 0.024, 'compound': -0.7719}",-0.7719,neg
957,30,Interesting but guide needed if you are uneducated on the history displayed by museum and not ideal for teenagers - they will get bored.,Cyprus Museum,Review 136 Similarity,0.333333333,Review 118 Similarity,0.333333333,"{'neg': 0.224, 'neu': 0.71, 'pos': 0.066, 'compound': -0.6667}",-0.6667,neg
985,40,It was an interesting visit that one should make once in Cyprus. The only negative is that you get a sad feeling that the museum is neglected.,Cyprus Museum,Review 407 Similarity,0.288675135,Review 161 Similarity,0.288675135,"{'neg': 0.288, 'neu': 0.593, 'pos': 0.119, 'compound': -0.7906}",-0.7906,neg
991,50,This place is historical place and anywhere didn't change.Bloods and hole(with gun) in the wall it is horrible but it is history and reality,Cyprus Museum,Review 12 Similarity,0.0,Review 219 Similarity,0.25819889,"{'neg': 0.089, 'neu': 0.911, 'pos': 0.0, 'compound': -0.3071}",-0.3071,neg
1027,30,"Great collection of artefacts and limestone statues, with thorough descriptions. Unfortunately staff is horrendous: customer service is none existent as the ticket seller was yelling on the phone the all time. Not even Hello!",Cyprus Museum,Review 91 Similarity,0.40824829,Review 56 Similarity,0.0,"{'neg': 0.156, 'neu': 0.745, 'pos': 0.099, 'compound': -0.3382}",-0.3382,neg
1029,30,No guide there but it is required.Superb collection (I guess?) but little explanation written.Worse the time you ll spend there,Cyprus Museum,Review 139 Similarity,0.40824829,Review 59 Similarity,0.0,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
1034,40,"The museum has a wide range of archaeological material from sites around the island. Highlights are the Archaic ceramic sculptures and the furniture. Lighting isn't always very good, sadly, which makes taking good photos a little hit or miss.",Cyprus Museum,Review 203 Similarity,0.40824829,Review 66 Similarity,0.0,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.8253}",-0.8253,neg
1050,30,"I was filling in time on a business trip and decided to pay a visit here. The layout of the museum flows nicely, but the content is a bit the same. If you like stone statues and clay pots then this is the place for you!! I really like old stuff so didn't mind too much. It's was also only about 4/5 euros to get it, and it killed an hour of my time.I have to say though that the guy who sold me my ticket was exceptionally miserable and very unfriendly. Oh well you can't have it all......",Cyprus Museum,Review 93 Similarity,0.23570226,Review 176 Similarity,0.0,"{'neg': 0.144, 'neu': 0.755, 'pos': 0.101, 'compound': -0.7886}",-0.7886,neg
1053,30,"A museum with some old stuff like pottery, coins, tools etc. Not a very big place where you could spend many hours but a nice place to visit when you have some spare time. When I went a lady guide was explaining things very loudly to her clients which were noisy and annoying. Especially that group of people were blocking the way for the others in all the possible manners. So for me, it wasn't a very good experience, but this place is a nice place to visit when you have some spare time. Don't make plans to visit here (not that worthy), just go when you have some spare time.",Cyprus Museum,Review 183 Similarity,0.132453236,Review 217 Similarity,0.0,"{'neg': 0.105, 'neu': 0.818, 'pos': 0.077, 'compound': -0.508}",-0.508,neg
1054,50,"Not very big, and no new insights in prehistoric and historic developments. What makes it worth visiting is the quality of several exhibits.",Cyprus Museum,Review 10 Similarity,0.0,Review 218 Similarity,0.0,"{'neg': 0.097, 'neu': 0.828, 'pos': 0.075, 'compound': -0.144}",-0.144,neg
1057,20,"...but very few explanatory signs (not even in Greek), so impossible to get ""the story"" - a pity indeed.",Cyprus Museum,Review 45 Similarity,0.0,Review 228 Similarity,0.0,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1085,30,Nice building but no parking nearby.Items displayed well but they didn't tell much about anything and the available leaflets were just as bad,Cyprus Museum,Review 386 Similarity,0.0,Review 313 Similarity,0.0,"{'neg': 0.243, 'neu': 0.611, 'pos': 0.146, 'compound': -0.6124}",-0.6124,neg
1093,30,"I stayed 2 separate nights in this hotel and I would rate 3.5 stars for my first night and 2.5 stars for my second night. So, on average I rate 3 stars.Good points:1. Unbeatable location: 50 meters from the intercity station, 3 mins walk to Lendra street. 7 mins walk to the border crossing and 20 mins easy walk to the Girne gate (the intercity combo station for Northern Cyprus).2. Clean and Tidy.3. Staff are helpful and friendly.4. Almost the only budget stay in NicosiaBad points:1. After reading the reviews, I expected a tiny room and toilet. The room that I stayed for my first night is tiny but still I can at least move a bit in the toilet. But for the room that I stayed in the second night, I can't even sit on the toilet seat probably as there is no space for me to sit on !!2. Quite noisy at night.3. The smell of the cleanser that the cleaners used had a strange smell.4. The room is bright for my first night but dim for my second night.5. No lift for the hotel.",Delphi Hotel,,,,,"{'neg': 0.059, 'neu': 0.889, 'pos': 0.052, 'compound': -0.3234}",-0.3234,neg
1110,40,"Centrally located, right next to the walls of the Old City (Republic-side of the city). Friendly staff - we booked the wrong dates but they changed the booking without any cancellation costs involved. Rooms on the front side are a bit noisy, but the balcony door keeps most noise out. It's a pity there are only twin rooms, and no double rooms, but the staff is fine with mixing the beds into one.",Delphi Hotel,,,,,"{'neg': 0.124, 'neu': 0.821, 'pos': 0.055, 'compound': -0.6597}",-0.6597,neg
1132,10,"I have never met a more rude and racist bunch of police ""officers"". Travelling frNorth to south with an iranian friend of mine, he needed a visa (which we didnt know about) to enter south cyprus. All they needed to do was tell us so. Instead they threatened to arrest him, they shouted as us as if we were animals and made us feel small looking down on us because i am half cypriot and he iranian. After 20minutes of being drilled and misspoken to they let us go back to north cy with several warnings. But they were so rude and so racist i will never forget this terrible expirience. Ive travelled to 34 countries in my life- have mot expirienced worst police attitudes in my life!",Ledras,Review 886 Similarity,0.0,Review 740 Similarity,1.0,"{'neg': 0.166, 'neu': 0.764, 'pos': 0.07, 'compound': -0.9446}",-0.9446,neg
1143,50,Important point to be visited by people who visits Cyprus. It enables visitors to understand the deep sadness behind the unfortunate political situation on the island.,Ledras,Review 285 Similarity,0.188982237,Review 555 Similarity,0.5,"{'neg': 0.192, 'neu': 0.749, 'pos': 0.059, 'compound': -0.6249}",-0.6249,neg
1164,10,"The reason for the 1 star is that this crossing is as a result of the division of Cyprus following the Turkish invasion of 1974. It could be argued that at least the crossing allows the movement of people, nevertheless, it's a sad part to Cyprus' troubled history.",Ledras,Review 339 Similarity,0.267261242,Review 424 Similarity,0.471404521,"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.8225}",-0.8225,neg
1170,30,"This is a crossing point ?From Cyprus to CyprusThe point is that Cyprus wAs invaded and split into two parts,,Nice to visit and see all the islandBut I did not leave thinking it is two partsIt's a small island that has been riot apart",Ledras,Review 745 Similarity,0.253546276,Review 490 Similarity,0.447213595,"{'neg': 0.082, 'neu': 0.891, 'pos': 0.026, 'compound': -0.5349}",-0.5349,neg
1174,40,Really nothing to note. In the center of downtown walking district in Nicosia that divides the north from the south. Bring your passports if you want to cross over (walking only). The north seemed a little run down or not as nice as the southern part of Nicosia. Food is available from local shops. Really nothing to see at the checkpoint other than it is just a checkpoint.,Ledras,Review 668 Similarity,0.483493778,Review 29 Similarity,0.426401433,"{'neg': 0.034, 'neu': 0.946, 'pos': 0.019, 'compound': -0.2575}",-0.2575,neg
1180,20,"This is of course not a tourist site, quite the contrary. It is an international conflict made visible. Ledra is a shopping street without particular charm, but it has become a symbol for the division of Cyprus, because it is cut off at a certain point. For many years, it was a dead end street in the middle of the city, nowadays people can walk over to the Turkish side (or ""the territory not under the effective control of the government of the republic of Cyprus"" as the Greek speaking community in the South would call it). The frontier post is far from being spectacular, a small cabin at the corner. It looks very much like a provisional installation. As such, it subtly reinforces the impression that cutting a town into two halfs is not a sustainable solution. Sooner or later the frontier will fall again, but currently nobody knows how to get there.",Ledras,Review 900 Similarity,0.44474959,Review 112 Similarity,0.40824829,"{'neg': 0.119, 'neu': 0.828, 'pos': 0.053, 'compound': -0.8669}",-0.8669,neg
1181,50,Crossed over to North Nicosia today. The crossing was uncomplicated - passports are checked on both sides within a feW minutes.Worlds of differences from one side to the other. Desirable to read up on the island’s complicated history to comprehend the situation.Interesting historical sites to see as well as disturbing edifices abandoned and/or disintegrating.,Ledras,Review 71 Similarity,0.40089186299999996,Review 180 Similarity,0.40824829,"{'neg': 0.107, 'neu': 0.818, 'pos': 0.075, 'compound': -0.4404}",-0.4404,neg
1188,10,"I have crossed over many times. It is a travesty and a tragedy that this Crossing Point should impede free movement of people. Politicians should make an agreement to solve the Cyprus problem, but they have failed, even after more than 40 years of trying. The sooner it is removed the better.",Ledras,Review 174 Similarity,0.3086067,Review 345 Similarity,0.40824829,"{'neg': 0.184, 'neu': 0.663, 'pos': 0.154, 'compound': -0.431}",-0.431,neg
1196,50,"It was very easy to go to the Turkish-occupied side and return, but fill out a paper and avoid getting your passport stamped by the Turks, unless you have 2 passports (like me), and then make sure the Turks stamp the one you DIDN'T use to enter Cyprus.I'm not EU, so it could have been a problem.",Ledras,Review 924 Similarity,0.3086067,Review 375 Similarity,0.40824829,"{'neg': 0.103, 'neu': 0.814, 'pos': 0.082, 'compound': -0.319}",-0.319,neg
