,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
498,50,"We loved the atmosphere within this place. It was great just to sit at a cafe & ‘people watch’. We’ve been to a few of these ancient inns, throughout our visits to Turkey, but never tire of seeing them, or visiting new ones. It’s great to see the structure pretty much as it was back then, in Ottoman times, when travellers would call & stay, with their horses.",Buyuk Han,Review 593 Similarity,0.2,Review 318 Similarity,0.0,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.9428}",0.9428,pos
499,50,Fantastic craft market with a great assortment of hand made goods at reasonable prices. Lovely friendly people and a great place for a coffee,Buyuk Han,Review 613 Similarity,0.2,Review 319 Similarity,0.0,"{'neg': 0.0, 'neu': 0.405, 'pos': 0.595, 'compound': 0.9719}",0.9719,pos
500,50,"This is a local craft market in a old market square. There are lots of stalls selling lots of home made stuff, not the usual fakes and rubbish you normally get in a Turkish market.Also there are some nice clean toilets which is very useful. They are 50 cents though and don't take anything else except 1 Turkish lira",Buyuk Han,Review 155 Similarity,0.18257418600000003,Review 322 Similarity,0.0,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.8757}",0.8757,pos
501,40,"Peaceful, with great teas. Lots of history to digest and a great place for a break during your walking tour of the old city.",Buyuk Han,Review 225 Similarity,0.18257418600000003,Review 325 Similarity,0.0,"{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.9136}",0.9136,pos
502,40,"The Buyuk Han (Great Inn) is an old inn where travelers could rest (caravanserai). Is located in the occupied by Turks part of Nicosia. Today the Inn has been transformed to an art center with galleries and workshops. Also available restaurant, café and souvenir shop.",Buyuk Han,Review 255 Similarity,0.18257418600000003,Review 327 Similarity,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
503,50,Historic ottoman han converted to great place to meet and drink. It is close by crossing point and shopping streets which is a great for a break,Buyuk Han,Review 483 Similarity,0.18257418600000003,Review 332 Similarity,0.0,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.8481}",0.8481,pos
504,50,This is a must see sight. It has been restored beautifully to give it a real atmosphere. Yes the cobbles are not buggy friendly but I suspect they were there for camels rather than kiddies. The cafe in the corner (Sedak?) is great. Often you see the old ladies making the borek pastry with their thin rolling pins. A great spot to have a drink and a nibble. the puppeteer is worth a visit.,Buyuk Han,Review 423 Similarity,0.169030851,Review 341 Similarity,0.0,"{'neg': 0.055, 'neu': 0.709, 'pos': 0.235, 'compound': 0.9426}",0.9426,pos
505,50,"Buyuk Han is located on the Turkish side very close to the border. Once you are in the structure it feels like you travel to ancient times. Just like in the movies it has a feeling of an Egyptian bazaar. The place reflect the rich heritage of the island which I never knew before despite visiting many times. Also while you are at it, there's a thick blue line on the streets of northern Cyprus if you follow it, it takes you through the old city and the architecture is well worth seeing. Shame that most of the buildings are about to go down in the next 50 years or so considering how the area is so underfunded that they do not have money to renovate/look after these buildings.",Buyuk Han,Review 594 Similarity,0.169030851,Review 344 Similarity,0.0,"{'neg': 0.023, 'neu': 0.874, 'pos': 0.104, 'compound': 0.8402}",0.8402,pos
506,50,"They built Buyuk Han after the model of Koza Han in Bursa: both are indeed lovely! The food and souvenir prices inside the Han are based on Euros, but please do visit the historical second hand bookshop owned by a historian & take a look at his collection of books, did not want to leave there!!",Buyuk Han,Review 114 Similarity,0.129099445,Review 358 Similarity,0.0,"{'neg': 0.022, 'neu': 0.786, 'pos': 0.192, 'compound': 0.8864}",0.8864,pos
507,50,"The Buyuk Han is a welcome place, to kick back with a drink and people watch as well as purchase gifts: cool fridge magnets of made with black&white archival images, to lace and knitted slippers as well as modern art. As I wandered from room to room, I was always greeted with a smile. The Buyuk Han is looked after and has its' share of cats...!",Buyuk Han,Review 435 Similarity,0.124034735,Review 361 Similarity,0.0,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.9273}",0.9273,pos
508,50,Same as Kozahan in Bursa Turkey. I loved the ambiance. People are friendly and they know English so you will not have any communication problems. Prices are high BTW.,Buyuk Han,Review 3 Similarity,0.0,Review 366 Similarity,0.0,"{'neg': 0.078, 'neu': 0.718, 'pos': 0.204, 'compound': 0.6597}",0.6597,pos
509,40,i went there once and i was served an ottoman dish that tasted average but was served in a lovely ornamental pot,Buyuk Han,Review 9 Similarity,0.0,Review 369 Similarity,0.0,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.7351}",0.7351,pos
510,10,"Very old and interesting Temple but, there were many flies and we had a hard time eating a little. They have to do something for this issue",Buyuk Han,Review 47 Similarity,0.0,Review 377 Similarity,0.0,"{'neg': 0.06, 'neu': 0.865, 'pos': 0.075, 'compound': 0.0981}",0.0981,pos
512,50,"The first impression is if I have entered into a movie set. Büyük Han is very well maintained but the old feeling is still there and strong. There are now different hand-craft goods stalls and restaurants. It is a very relaxed and friendly environment and you won't feel the hard-sell culture from Istanbul. Nobody will call you to sell you things. You can really relax and spend time to look at what they are selling without any pressure. If you are ready to buy, they are there to help you.",Buyuk Han,Review 81 Similarity,0.0,Review 386 Similarity,0.0,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.9851}",0.9851,pos
513,50,Visiting Buyuk Han is like going back in time. Located on the Turkish occupied area you will feel the atmosphere you breath in aTurkish bazaar.,Buyuk Han,Review 88 Similarity,0.0,Review 387 Similarity,0.0,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}",0.3612,pos
514,40,"Typical Chan that has been restored faithfully and made tourist friendly without overbearing vendors or beggars. Stroll, have lunch and learn the history.",Buyuk Han,Review 89 Similarity,0.0,Review 388 Similarity,0.0,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.8126}",0.8126,pos
515,50,Today we decided to go to Buyuk Han which is ALSO called Archbishop Makarios III foundation. It was so hot but so entertaining.,Buyuk Han,Review 122 Similarity,0.0,Review 395 Similarity,0.0,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.7279}",0.7279,pos
516,40,It was a lovely shopping center in Lefkosa.only Traditional handmade works were being sold. The famous one was LEFKARA works.,Buyuk Han,Review 142 Similarity,0.0,Review 397 Similarity,0.0,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.5859}",0.5859,pos
517,30,Interesting how they have converted this however much better food and drink in side streets which have less huge tourist groups,Buyuk Han,Review 144 Similarity,0.0,Review 398 Similarity,0.0,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.7655}",0.7655,pos
518,50,"Beautiful. Full of culture, architecture, history. loved it here, such a traditional atmosphere. i would recommend visiting!",Buyuk Han,Review 168 Similarity,0.0,Review 403 Similarity,0.0,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.8908}",0.8908,pos
520,40,It is like an old market square in Europe or Plaza Mayor in Spain but in turkish style.Food is excelent and prices are moderate.,Buyuk Han,Review 173 Similarity,0.0,Review 405 Similarity,0.0,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.1901}",0.1901,pos
521,40,Lovely displays of local art and crafts. Great architecture and beautiful courtyard in the center of the old city.,Buyuk Han,Review 210 Similarity,0.0,Review 412 Similarity,0.0,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.9153}",0.9153,pos
522,50,One of the best thing to do in north Cyprus as you go into buyuk han you feel like going back to centuries.,Buyuk Han,Review 216 Similarity,0.0,Review 414 Similarity,0.0,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.7717}",0.7717,pos
523,30,It houses a number of creative businesses- done with very commercial offerings. They don’t like to haggle unfortunately.A lot of Turkish memorabilia is available. It’s a really beautiful little square and easy to find.,Buyuk Han,Review 218 Similarity,0.0,Review 415 Similarity,0.0,"{'neg': 0.0, 'neu': 0.666, 'pos': 0.334, 'compound': 0.9105}",0.9105,pos
525,50,"I've been here many times over the years to take visiting friends and it never fails to delight. Pretty, lots of shoplets and cheap and cheerful local food in the restaurant in the corner. No doubt I will be back",Buyuk Han,Review 233 Similarity,0.0,Review 418 Similarity,0.0,"{'neg': 0.151, 'neu': 0.616, 'pos': 0.233, 'compound': 0.647}",0.647,pos
526,50,Excellent historical & cultural attraction point of northern Cyprus. You can smell the history in this great Han.,Buyuk Han,Review 238 Similarity,0.0,Review 419 Similarity,0.0,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.9114}",0.9114,pos
527,40,Must visited is a historical landmark a many restaurant and coffee inside and near the great cathedral previously and now switched to a mosque,Buyuk Han,Review 244 Similarity,0.0,Review 420 Similarity,0.0,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.6597}",0.6597,pos
528,40,"This caravanserai is a fine example of the resting places of merchant traders, and their camels (ships of the desert). It dwarfs the nearby Kumarcilar Han on Asmaalti Square, leading it to be referred to as the Great Inn, much favoured by Alanya trades people. It is very busy, and has much to admire including the bathhouse, in its centre, to facilitate pre-prayer ablutions.",Buyuk Han,Review 279 Similarity,0.0,Review 426 Similarity,0.0,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.8957}",0.8957,pos
529,40,"Interesting history to this old inn, take time to wander round the craft stalls before taking a shady seat to enjoy a cooling drink or light lunch.The needlework display and the stories behind them are of particular interest.",Buyuk Han,Review 291 Similarity,0.0,Review 430 Similarity,0.0,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.836}",0.836,pos
530,30,"Old resting house of the Ottoman empire located very close to the Ledra street crossing point. Old fashioned,and friendly cafe which takes you back to 1820...or even more",Buyuk Han,Review 301 Similarity,0.0,Review 432 Similarity,0.0,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.4939}",0.4939,pos
531,50,The Han is a term used in the east for road hotelsThey used to have high external walls with no windows and a huge open space inside with all rooms opening to the internal area.This Han is no exception but it has been transformed in sort of a mall (shopping center) for tourist.It is an interesting attraction,Buyuk Han,Review 311 Similarity,0.0,Review 433 Similarity,0.0,"{'neg': 0.052, 'neu': 0.798, 'pos': 0.15, 'compound': 0.7906}",0.7906,pos
532,50,"Very Interesting to know more about the Cyprus History, easy access to most of the venue from the Museum",Buyuk Han,Review 313 Similarity,0.0,Review 434 Similarity,0.0,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.7089}",0.7089,pos
533,40,Found this once we walked through the crossing into the north side. Very lovely with plenty of places to grab some food to take in your surroundings. Had an amazing meal very cheap due to the TL rate currently. Loved sitting people watching in the winter sunshine.,Buyuk Han,Review 322 Similarity,0.0,Review 436 Similarity,0.0,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.9432}",0.9432,pos
534,30,Stumbled upon this courtyard by accident. Popular with the locals. Included a display of crochet blankets. The work of Greek & Turkish Cypriot women who have the wisdom to understand that more joins humanity and the political wedges that divided the country were a retrograde development.,Buyuk Han,Review 328 Similarity,0.0,Review 438 Similarity,0.0,"{'neg': 0.063, 'neu': 0.811, 'pos': 0.126, 'compound': 0.4767}",0.4767,pos
535,40,"The architecture is worth seeing briefly. We were there in winter, but maybe in the summer the little outdoor cafés are worth a stop too.",Buyuk Han,Review 333 Similarity,0.0,Review 442 Similarity,0.0,"{'neg': 0.101, 'neu': 0.761, 'pos': 0.138, 'compound': 0.0}",0.0,pos
536,50,A very beautiful plave where you can eat or have a drink with family or friends. There are souvenirs and you can go upstairs.,Buyuk Han,Review 340 Similarity,0.0,Review 443 Similarity,0.0,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.807}",0.807,pos
537,50,"A wonderful Karavansaray stumbled upon when looking to waste an hour waiting for a Government Office to open.Truly magnificent Ottoman architecture very reminiscent of the back streets of the Istanbul Grand Bazaar and other Kervansarays spead throughout Turkey, and especially Payas close to Dörtyol and Iskenderun.",Buyuk Han,Review 357 Similarity,0.0,Review 445 Similarity,0.0,"{'neg': 0.052, 'neu': 0.749, 'pos': 0.199, 'compound': 0.8316}",0.8316,pos
538,30,"This is an ancient inn, so each room represents a room where ancient travelers would have stayed overnight. These rooms are now occupied by people showing hand-made crafts. The crafts seem well-made and fairly priced. We picked up several small gifts for friends back home.",Buyuk Han,Review 398 Similarity,0.0,Review 450 Similarity,0.0,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.4767}",0.4767,pos
539,50,"A particular attraction , impressive and magnificent . Keep flawlessly until today and is one of the main pieces linked to the history of Cyprus.",Buyuk Han,Review 401 Similarity,0.0,Review 451 Similarity,0.0,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.9001}",0.9001,pos
540,50,"very historic, charming, great architecture, friendly locals, family friendly, in the heart of the walled city, definitely recommended!!!!!",Buyuk Han,Review 426 Similarity,0.0,Review 457 Similarity,0.0,"{'neg': 0.0, 'neu': 0.41, 'pos': 0.59, 'compound': 0.9623}",0.9623,pos
541,40,"Great part of Ottomans buildings from 1572. It was used as a ""motel"" for traveling people in XVI to XVIII century. It was restored at the end of XX century, thats why it looks great today.",Buyuk Han,Review 428 Similarity,0.0,Review 458 Similarity,0.0,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.891}",0.891,pos
542,50,The architecture is quite interesting and well preserved. You have the possibility to eat cyupriot food.,Buyuk Han,Review 442 Similarity,0.0,Review 461 Similarity,0.0,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.6549}",0.6549,pos
543,50,"Buyuk Han is a must-see in the Turkish Republic. There is a restaurant and a coffee shop, and many sellers of local arts and crafts. It's a lovely atmosphere. Highly recommended.",Buyuk Han,Review 454 Similarity,0.0,Review 464 Similarity,0.0,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.7089}",0.7089,pos
544,30,The food (mixed kebab) was just fine but the service was slow - even for Cyprus ( I am a resident). Probably better when not as busy but i would still eat there again. Absolutley fascinating setting.,Buyuk Han,Review 481 Similarity,0.0,Review 469 Similarity,0.0,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.875}",0.875,pos
545,50,We had a very delicious and delicious lunch with excellent service and friendly staff.Beer is excellent too.,Buyuk Han,Review 482 Similarity,0.0,Review 470 Similarity,0.0,"{'neg': 0.0, 'neu': 0.372, 'pos': 0.628, 'compound': 0.9617}",0.9617,pos
546,50,a trip into the past and a reminder of Turkish hospitality which was all inclusive and diverse. eat there and buy local products,Buyuk Han,Review 519 Similarity,0.0,Review 479 Similarity,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
547,50,"I had half a day to myself and I found this ,I loved it from a distance and when I got closer it didn't disappoint ,the food I found cheap and very tasty ,the coffee was hot and smelt like a real coffee house",Buyuk Han,Review 523 Similarity,0.0,Review 483 Similarity,0.0,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.8252}",0.8252,pos
548,20,Had an atmosphere but filled with coffee pits and trinket traps. Waste of time for me. The unmarked vegetable and clothes market nearby was more interesting.,Buyuk Han,Review 538 Similarity,0.0,Review 487 Similarity,0.0,"{'neg': 0.117, 'neu': 0.757, 'pos': 0.126, 'compound': 0.0745}",0.0745,pos
549,40,"the waiter is welcoming and helpful, the kebab and chicken grilled are the besssst and don't miss to try Airan drink which is part of diary product but it's salt",Buyuk Han,Review 539 Similarity,0.0,Review 488 Similarity,0.0,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4717}",0.4717,pos
550,20,An old market turned into a money making and beer drinking corner. The old market has been renovated recently though the old middle arch for water outlets are still preserved.,Buyuk Han,Review 545 Similarity,0.0,Review 489 Similarity,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
551,40,"The restaurant is situated in the court of the beautiful Han. As many tourist groups are having their meal there we did not expect to much, but had a very tasty diner, prepared with more care than normally in Cyprus",Buyuk Han,Review 564 Similarity,0.0,Review 493 Similarity,0.0,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.8731}",0.8731,pos
552,50,Have had lunch and drank ice cold beer here for over ten years as green line opened at Leadra street have seen prices rise but it's still very charming,Buyuk Han,Review 577 Similarity,0.0,Review 495 Similarity,0.0,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.7677}",0.7677,pos
553,50,Of archeological and historical interest. Its been maintained at a very high standard! Of historical interest!,Buyuk Han,Review 578 Similarity,0.0,Review 496 Similarity,0.0,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.7639}",0.7639,pos
554,30,"I go there only for the BOUREKIA. It is a dessert of pastry blown in oil and inside there is sheep cheese. Ask for bourekia me ANARI. They are freshly made, delicious and in quantity!",Buyuk Han,Review 579 Similarity,0.0,Review 497 Similarity,0.0,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.6114}",0.6114,pos
555,50,"I love visiting Buyuk Han. Get a coffee, sit at a table and watch the German tourists being bullied by their guide!Some interesting hand made gifts available.",Buyuk Han,Review 612 Similarity,0.0,Review 499 Similarity,0.0,"{'neg': 0.119, 'neu': 0.58, 'pos': 0.301, 'compound': 0.7424}",0.7424,pos
556,40,"I have seen ruined caravanserai from buses tavelling through Turkey but to eat in a well restored one was excellent. Perhaps in ages past Suffolk boys rode stout horses with a large barrel of Adnams strapped to either side of the saddle into places like this, letting the ancient civilizations know that culture was still evolving and progressing. We do not have to have a completely accurate picture of the past to make our connection with it, do we?",Buyuk Han,Review 621 Similarity,0.0,Review 500 Similarity,0.0,"{'neg': 0.024, 'neu': 0.792, 'pos': 0.185, 'compound': 0.9331}",0.9331,pos
557,30,Extremely interesting from an historical point of view but now filled with touristy nick-nacks and is pretty uninteresting except from the historical angle.The cafes are for tourists--and there are 2 little girls who charge for the toilets--perhaps they're being enterrprising!!,Buyuk Han,Review 624 Similarity,0.0,Review 502 Similarity,0.0,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.7833}",0.7833,pos
558,50,"This was used as an inn in the old times where rooms were upstairs and they had stables downstairs for the horses. Today its a wonderful spots where artists sell their handmade memorabilia, sculptures, handicrafts. You can also sit and refresh at Sedirhan Restaurant and try local specialties. Don't be shy, go upstairs and down to explore!",Buyuk Han,Review 629 Similarity,0.0,Review 503 Similarity,0.0,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.6939}",0.6939,pos
559,40,"Excellent church converted to mosque structure, conveniently located.",Buyuk Han,Review 630 Similarity,0.0,Review 504 Similarity,0.0,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.5719,pos
560,50,"I visited with a friend, and ate at Sedirhan, right inside the Khan's courtyard. Delicious Turkish food! We ate lahmajun and kebabs, and were very pleased. The stuff on sale is mainly tourist tat, not worth looking at even.",Buyuk Han,Review 641 Similarity,0.0,Review 507 Similarity,0.0,"{'neg': 0.037, 'neu': 0.733, 'pos': 0.231, 'compound': 0.8664}",0.8664,pos
561,50,"A great stop in a hot, hot city. Cool off and fill up with food in pleasant surroundings",Buyuk Han,Review 642 Similarity,0.0,Review 508 Similarity,0.0,"{'neg': 0.092, 'neu': 0.502, 'pos': 0.406, 'compound': 0.8176}",0.8176,pos
562,50,"I stayed in the Castelli Hotel during a weekend trip to Nicosia. The Hotel is located in the city centre. The hotel is a small hotel with very helpful staff as they gave me and my partner great tips of what to see in Nicosia and where it is worth of going to!!! The rooms of the Hotel are nice, clean and have a nice balcony. We had a great time in the Hotel as well as in Nicosia therefore would for sure recomend it!",Castelli Hotel,Review 103 Similarity,1.0,,,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.9778}",0.9778,pos
564,30,"Nice location, near the old part of city, average breakfast, average but clean rooms, in general for less than 80 euros per night it is quit acceptable for a hotel in Nicosia, were the average price is significant higher comparing to other european capitals. The rooms in the main road are extremelly noisy, especially early in the morning.",Castelli Hotel,Review 71 Similarity,0.509133175,,,"{'neg': 0.032, 'neu': 0.804, 'pos': 0.164, 'compound': 0.8201}",0.8201,pos
565,20,"My stay was from 29th to 30th december, 2015. Bedrooms and furnitures are very old, not preserved, and with no modernity. Curtain was dirty and dusty. The lift was very old and scary. But the bed, breakfast, wifi and drinks´ machine were ok. The receptionist was helpful. Hotel is near the touristic attractions in Nicosia. You can see the uptown from the room´s veranda. Hotel placed in a safe and silencious area.",Castelli Hotel,Review 56 Similarity,0.508000508,,,"{'neg': 0.103, 'neu': 0.769, 'pos': 0.129, 'compound': 0.2815}",0.2815,pos
566,40,Nice and quiet hotel in the old town near Eleftherias square.Very large room. Polynesian restaurant.,Castelli Hotel,Review 114 Similarity,0.508000508,,,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.4215,pos
568,40,A small Hotel with comfortable rooms and pleasant communal areas.The staff where very friendly and helpful.Breakfast was of a good quality and quantity.A most enjoyable stay close to all that Nicosia has to offer.,Castelli Hotel,Review 31 Similarity,0.497795728,,,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.945}",0.945,pos
569,40,"We just happened to walk past this hotel and thought we ask if they had a room. We had a large room on level one with a balcony which was very reasonably priced. Thought the breakfast selection was also very good, lots to choose from and attentive service. Staff were friendly and when we had a problem with the safe, he promised to sort it out, which he did. Beds are comfortable and the rooms clean. TVs could do with updating as they're not flat screens. Hotel is in the city walls and very convenient for exploring the old town.",Castelli Hotel,Review 66 Similarity,0.49283288299999994,,,"{'neg': 0.025, 'neu': 0.813, 'pos': 0.163, 'compound': 0.9336}",0.9336,pos
570,40,"We stayed at this hotel for one night last week whilst on an overnight visit to Nicosia. I have to say that some of the previous reviews on here do not match with our experience. Perhaps we were lucky but based on our experience I thought there were many positives:- central location- the staff we met - receptionists, night porter and breakfast waitress - were all very friendly and spoke good English- a quiet, clean room on the third floor with good soundproofing which blocked out most of the noise of the city- comfortable bed- effective air conditioning- good bathroom with powerful shower and plenty of hot water- excellent wifi which we didn't have to pay for- reasonable choice of hot and cold food on the breakfast buffet, even at 9.00 when we went for breakfastI would agree that the hotel would benefit from a refreshed décor and some of the public areas do look a bit tired. On a minor point, the TV in our room - although modern and flat screen - had very few channels. The only English language channel was Bloomberg Business which quickly became boring to watch. The other channels were 3 local ones in Greek and Aljazeera in Arabic.However, overall I thought that for the amount we paid (about £50 sterling), the hotel offered excellent value for one night's stay in a central location and I would certainly consider staying there again if we were in Nicosia for another overnight visit.",Castelli Hotel,Review 61 Similarity,0.488454654,,,"{'neg': 0.033, 'neu': 0.758, 'pos': 0.209, 'compound': 0.9944}",0.9944,pos
571,30,"I stayed for two nights during a business trip - I had originally planned to stay in The Classic Hotel across the road but this was fully booked. I had a standard room and, although the room was spacious with a large double bed, the furnishings were extremely dated and in need of refurbishment (poor quality tv, mould in/around bathroom fittings, threadbare towels). The colleague I travelled with encountered the same in her Executive Room so I think this may be the case in other parts of the hotel as well. That said, the room was relatively cheap and the staff were very friendly. I only ate breakfast at the hotel but there was a good choice of hot/cold options available in the restaurant. In all honesty, if I were staying longer than two nights I would look for another place to stay, but if you're on a budget and a short break in or around Nicosia then The Castelli will meet your needs.",Castelli Hotel,Review 55 Similarity,0.488071101,,,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.948}",0.948,pos
572,40,This property is located in the heart of the city but it is secluded from the main commercial and touristic area. Medium size hotel with an average size room and simple breakfast. A nice property for a short transit,Castelli Hotel,Review 29 Similarity,0.48001536100000003,,,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5719}",0.5719,pos
574,50,"The Location of the Hotel is just perfect, just few minutes from the main Shopping Street. Personel very friendly and helpful with all your requests. Breakfast has a range of hot and cold that completes all wishes. I was allocated in one of the renovated rooms with parquet. I recommend this Hotel and i will be back soon",Castelli Hotel,Review 46 Similarity,0.47519096299999997,,,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.924}",0.924,pos
576,40,"This hotel is within the old town of Nicosia. It is very close to the main bus station and a few hundred meters from Ledras street wih all it's shops and restaurants.The room standard in the executive rooms is good, the beds very good and the service efficient and friendly.Breakfast is average but not quite to the standard of the breakfast in the neighbouring Classic Hotel.",Castelli Hotel,Review 82 Similarity,0.466173237,,,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.5859}",0.5859,pos
577,50,"This was our second visit to the Castelli. When booking, the Receptionist remembered we'd been once before. The hotel is centrally located with FREE parking right beside the hotel. Our room this time was superb, complete with a settee and two easy chairs. There is a very good selection at breakfast, catering for all tastes. The waitress was extremely helpful and attentive. Although not 'The Ritz', the Castelli is good value for money and an excellent base for going into Occupied Cyprus and also to Ledra Street, etc.",Castelli Hotel,Review 115 Similarity,0.466173237,,,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.979}",0.979,pos
578,30,"We stayed here for 2 nights in June Firstly I have to say the receptionist was very helpful we had booked a superior room with a balcony and were given a nice room but with a small window looking at walls? We went back to reception and informed them that we had booked for a balcony room and fair enough she found us one with no problem, No kettle again in room and the prices to get coffee etc brought to your room were astronomical luckily I always take a travel kettle with me and the wherewithal to make a cuppa. The hotel was spotlessly clean and most of the staff very friendly we tried to book a table at the Polynesian Restaurant in the hotel (this was advertised in the hotel bumph in the room) just to be waived away and told No No Not doing it Not Open???? Why advertise it then.. The room we were given was opposite the fire and police station but please do not let this put you off as we heard nothing when the windows/doors were closed and even when sat on the balcony there was not really any disruption at all they kept the sirens/bells to the absolute minimum and after all they have an important job to doBreakfast was however faultless very good help yourself and staff pleasant. My opinion is good hotel for business customers not so great for holiday makers really no downstairs space & no garden/patio area to sit in",Castelli Hotel,Review 85 Similarity,0.462938655,,,"{'neg': 0.097, 'neu': 0.716, 'pos': 0.186, 'compound': 0.9813}",0.9813,pos
579,30,"I recently stayed in the one of the Executive Rooms at the Castelli Hotel, after being advised by the receptionist at the nearby Holiday Inn that the rates were cheaper the rooms were the same. In fact the Castelli Hotel shares some of the Holiday Inn perks (i.e. the pool, spa area and even the room menus are Holiday Inn) as they are owned by the same company. But if the Holiday Inns air conditioning was as weak as the Castelli I am glad we didn't pay the extra - we had it on the whole time we were there and I would say that the morning when we left (just an overnight visit to Nicosia) was just getting down a nice 18-20°. Needless to say our nights sleep was sticky in the 35°+ heat of late July.The staff were lovely and the breakfast was great . Full cooked English and Continental style also. The food menu in the room also looked good. As is normal in Europe, no tea/coffee facilities were available in the room, although there was a coffee bar on the ground floor.The bathroom was clean and well stocked. But it has to be said that the room had a worn look about it, with dusty, shabby, hanging off curtains and the lamps by the bed look like they had coffee spattered all over them. The TV channels only had news in English - but a selection of other Greek channels available.For 100 Euro in the city centre, its OK - if you ask to see the room first then you should make a decision. If you're there to see a bit of Nicosia for a night its not too bad - but I am unsure if I would want to pay this rate for a week with the shabby state of the room itself.",Castelli Hotel,Review 106 Similarity,0.457667411,,,"{'neg': 0.024, 'neu': 0.858, 'pos': 0.117, 'compound': 0.9683}",0.9683,pos
