,r_points,r_text,place,Unnamed: 3,Unnamed: 4,scores,compound,score
94,40,During the festive period we had the chance to have lunch with a few friends over there.The ambiance was really cosy reminding of a rustic restaurant in the French countryside.The dishes were homely and original .The wine was exquisite.Everybody there was polite and quite helpful.,Brasserie Au Bon Plaisir,Review 110 Similarity,0.48193159700000004,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.9099}",0.9099,pos
95,40,"It's highly recommended, particularly if it's a special occasion. I admit it isn't cheap, but trust me, you get what you pay for. We had aperitifs and the apple and cheese salad to start with, and then I had the trout from Kakopetria with almonds (it's always a plus when local produce is used), and my date had the beef bourguinion. The food was very nice, the atmosphere was friendly and relaxed, but what I appreciated the most about the place is the service; yes at times they were slow because they were packed, but they were super polite and the lady owner knew the food very well. Overall a great experience and I would definitely return to try out the steak tartare and their amazing desserts!",Brasserie Au Bon Plaisir,Review 174 Similarity,0.48001536100000003,"{'neg': 0.032, 'neu': 0.659, 'pos': 0.309, 'compound': 0.9932}",0.9932,pos
96,40,"It has been the first time I ever visited this place even though is found close to my office. I had many reviews before that many of them contradicting. Something that was holding me back. I booked a table on the phone with the lovely lady who owns the place. I believe she is the soul of this place... and she trully loves what she is doing.Decor... warm ambiance, cosy environment, simple decoration (a bit outdated but the building doesnt help as it is considerably old). The ground floor of this place doesnt have many tables ... most of it is on the first (internal) level, which I found very interesting as it reminded of a loft of some kind. We opted to sit upstairs and immediately the very gentile waitress came to suggest an aperitif, which we took. A kir royal. Which was not bad at all but could have been better if it contained a tiny bit more of crème de cassis. But that is just a matter of personal taste.The wine we had was a anju, 100% cabernet franc, rare in the wine world, but a variety I personally prefer.Starters: onion soup gratinee (for my wife) frog legs (for me) and a salad with warm goat cheese and bacon (for both). The last one was meant to be kept for the main course too. All of them 3 plates were satisfying. My wife absolutely loved the onion soup and she could not help picking some of my delicious crunchy frog legs in garlic sauce. Salad was good, nothing out of the ordinary... I had better.Main course: Steak tartare. Me and my wife, are steak tartare lovers and it is plate I usually prepare at home for her, rather than the opposite. I had a speical request for the owner which she so kindly accepted. To bring me all the ingredients and let me mix the meat with them, so I could control the exact amount of quantity I wanted for my tartare. Meat quality was good but not excellent, but I have to admit is difficult to find good beef appropriate for steak tartare in Cyprus. Most of the time I get it from wholesale merchants from New Zealand, Uruguay and Argentina.Overall I would give 75 out of 100 for the eating experience (of the particular plates I had) at this establishment. To be honest I got more than I expected and I will surely return back to have some more of the dishes on the menu and have a better and perharps more fair idea for the place.The only negative thing I found was the price... I understand that most of the ingredients are hard to be found and quality must be maintained but still... I believe this place could attract much more people if they had a better pricing policy.Congratulations to Madame Gatienne Thibaut for what she accomplished with this place.",Brasserie Au Bon Plaisir,Review 209 Similarity,0.47894747200000004,"{'neg': 0.04, 'neu': 0.784, 'pos': 0.176, 'compound': 0.9974}",0.9974,pos
97,50,"Best French food we have had outside of France. And we go to France A LOT! Fantastic ambience, service, tasty well sourced food and a passionate chef. We shall return!!",Brasserie Au Bon Plaisir,Review 35 Similarity,0.47519096299999997,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.9346}",0.9346,pos
98,50,Beautiful restaurant with experienced waiters. The waiter was French speaking and possessed advance knowledge on French cuisine therefore was able to advise us on our order. The owner was even there who appeared cheerful and on top of management. Deserts were on the house and the wine was divine! Will definitely go back!,Brasserie Au Bon Plaisir,Review 69 Similarity,0.47519096299999997,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.944}",0.944,pos
99,40,Nice and cozy with traditional french recipes. Good service and well cooked french food. Good selection of wines.,Brasserie Au Bon Plaisir,Review 40 Similarity,0.466628263,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.8658}",0.8658,pos
100,50,"My partner and I have just moved to this neighbourhood and after reading the reviews here we decided to give this place a try. The positive reviews definitely give an accurate picture. The food was delicious and my steak was cooked to perfection, the wine too was excellent. The service was friendly and relaxed and the owners seem to really care about providing a quality product. This was a special occasion so we did splash out a bit, but it I found the prices generally reasonable and I would certainly expect to pay a lot more than €23 for the lovely St Emillion. Will definitely be back (maybe for the Sunday brunch next time).",Brasserie Au Bon Plaisir,Review 213 Similarity,0.466628263,"{'neg': 0.013, 'neu': 0.738, 'pos': 0.249, 'compound': 0.9793}",0.9793,pos
101,50,Excellent traditionnal French Food full of flavours..You can find anything you can expect from a Real French Bistrot/Brasserie.The Tournedos Rossini was amazing and all starters outstanding.excellent wine list with very reasonable prices.Not to be missed .Service is very good and Owner full of attention and life and caracter.We highly recommend you to go as our experience was TOP.,Brasserie Au Bon Plaisir,Review 65 Similarity,0.463738896,"{'neg': 0.032, 'neu': 0.737, 'pos': 0.231, 'compound': 0.9303}",0.9303,pos
102,50,"the chef from france certainly knows how to cook, steaks are food and. ussels are excellent, its they type of place you find in europe where the biggest attention is given to the food instead of building a palace without good food that we see in cyprus. all th dishes are very well cooked and wine at very reasonable prices",Brasserie Au Bon Plaisir,Review 73 Similarity,0.463738896,"{'neg': 0.037, 'neu': 0.835, 'pos': 0.129, 'compound': 0.7259}",0.7259,pos
103,50,"An authentic French restaurant in Nicosia, with a welcome from the owner as warm as the evening air! Good choices to be had (including Charolais beef), cooked to perfection and a nice range of wines. This is a must visit place for great dining.",Brasserie Au Bon Plaisir,Review 121 Similarity,0.454369467,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.9565}",0.9565,pos
104,30,"We had a nice dinner here overall but really the expectationswere much higher than what we experienced.The food was ok, nothing fancy but well cooked for the most part, thedownside is that it is pretty overpriced for what you get.",Brasserie Au Bon Plaisir,Review 106 Similarity,0.449013255,"{'neg': 0.048, 'neu': 0.757, 'pos': 0.195, 'compound': 0.7769}",0.7769,pos
105,50,"You look for places, where you can enjoy beautiful food, good service and warm people. Tonight we found such a place. Thank you.",Brasserie Au Bon Plaisir,Review 145 Similarity,0.449013255,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.9246}",0.9246,pos
106,50,"The hospitality of the restaurant was top notch so kind and helpful with the meals. Also the food was amazing, we ordered the stake and it was perfectly cooked and delicious. Definitely a place to visit when you are about you won't regret it!!",Brasserie Au Bon Plaisir,Review 62 Similarity,0.439941345,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.9773}",0.9773,pos
107,50,"Nice place, very friendly service, delicious food. I like it to much!",Brasserie Au Bon Plaisir,Review 215 Similarity,0.439941345,"{'neg': 0.0, 'neu': 0.349, 'pos': 0.651, 'compound': 0.9193}",0.9193,pos
108,50,"We have visited the restaurant for the first time since it moved a couple of weeks ago. The whole place needs some more work to be completed but it really looks and feels much better than the previous one.We arrived late, so we were one of the last orders. The delay we faced is mostly our fault so no complaint on that. I would suggest to anyone going for dinner to avoid arriving late. The place was full but it felt quite comfortable and the music was really pleasant.Food was once more perfect. We had snails, soup, a salad and some mussels for starters. For mains we got some pork dishes and i personally had the wild boar dish which was amazing.We shared two desserts which are not to be missed by anyone! Order all of them and share. It's a great experience.Great experience, the owners are lovely people and are very eager to help and explain the menu and the dishes.I definately recommend it. I am writing this review based on the fact that the restaurant has changed location and i still believe that we have had the best meals in Cyprus in the Brasserie Au Bon Plaisir",Brasserie Au Bon Plaisir,Review 115 Similarity,0.43771378,"{'neg': 0.068, 'neu': 0.724, 'pos': 0.208, 'compound': 0.9898}",0.9898,pos
109,50,The place is very cozyMemories of France when you go insideGreat quality of the steak and very tasty garlic butter recommended to try this combination!!Owners very friendly and helpfulGreat selection of winesAnd very nice desserts especially the cheesecake.If you want to taste a hi quality juice steak this is the correct place !!,Brasserie Au Bon Plaisir,Review 38 Similarity,0.433224289,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.8706}",0.8706,pos
110,50,"For the Christmas meal it was excellent. My wife is French so we were looking for something traditional and we got it. Nice atmosphere and very friendly people. The owners are from the North of France and hence the menu, wine and decor was very French. Don't be put off by the kitsch Eiffel Tower outside, this is a restaurant worth visiting!",Brasserie Au Bon Plaisir,Review 81 Similarity,0.433224289,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.9039}",0.9039,pos
111,50,The food was amazing! The best french restaurant! I recommend the steak tartare and the fresh mussels with garlic! The service is also great and the chef is very helpful. Definitely recommend it for couples or for people who really appreciate good food.,Brasserie Au Bon Plaisir,Review 34 Similarity,0.432013825,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.9855}",0.9855,pos
112,50,"I was looking for a good steakhouse in Nicosia, and Brasserie au bon plaisir came up in the top results, so I decided to give it a try.The restaurant is high-tech enough to take online bookings (via e-table) which was very convenient, as I was able to do the booking on a busy working day, during a meeting :)The restaurant's atmosphere is very pleasant, on the specific night there was a special live music event, which was made the whole French dining experience more authentic.All staff we interacted with, were very helpful and friendly.And finally, the main attraction of the evening, the food! It was amazing. Very tasty high quality and nicely presented.We had a beef chop and a sirloin steak, mussels for starters and several side dishes.Everything was amazing. Even the standard bread on the table, accompanied by garlic butter, was fresh and very tasty!Brasserie au bon plaisir is not a cheap place to visit daily, but definitely an amazing place to visit on special occasions.Will definitely visit again in the near future.",Brasserie Au Bon Plaisir,Review 18 Similarity,0.423701713,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.9854}",0.9854,pos
113,50,"I was looking for a place to celebrate our anniversary, specially seafood so went to tripadvisor and after reading some comments on different restaurants decided for Brasserie au Bon Plaisir. One bad comment made me look at the reply from the owner which comforted me when I realized that no matter what, if something would not be perfect the owner would be ready to investigate.We love mussels and what a surprise: they had arrived that same day ( they told me that they normally arrive from France every Thursday) they were as fresh or even more than in Paris at Leon de Bruxelles where we used to go regularly. My wife preferred the shrimps with Curry and coconut sauce, the appetizers were big portions, by the end of the dinner my wife told me that she had really enjoyed both plates and it remembered her the time when we went out when young and had so much food! Not to tell that the bread and special butter would have you eating it non stop, gladly we did not have to wait for the starter!. Definitely if you are looking to celebrate a special occasion I sugest you this place, we will be back for the deserts we could not have and the beef that I can not find in Cyprus markets that I also miss when we lived in Paris. Thank you for these good moments you had us partake and will surely see us again.Bernard And Mary R.",Brasserie Au Bon Plaisir,Review 102 Similarity,0.42333375700000003,"{'neg': 0.045, 'neu': 0.791, 'pos': 0.164, 'compound': 0.9847}",0.9847,pos
114,30,"I went to brasserie au bon plaisir few days ago with some friends. I heart that is a small place but when i got in I realized that the ground floor except the fact that it was very small, the tables were so close to each other that the person who was going to sit in the inside could not pass through to have a sit so we had to move two tables. You also don't have any privacy at all, and it's like you are sitting on the same table with all the other customers. We sat down and the waitress a very polite young woman came to bring us the menu, as well as the board with the 'plate du jour'. We ordered a goat cheese salad, cheese croquettes and frogs legs for starter. I was expecting much more for what I heart for this place. The salad was plain romain lettuce cut in stripes with the knife with 4 pieces croutons with chevre cheese gratinated with parmesan and some cubes ham. The cheese croquettes were more like potato croquettes you could roughly taste the cheese inside. The frogs legs where nicely cooked, but with no taste. For main we ordered fresh mussles with blue cheese which were very nice, a beef filet, and I ordered the wild boar. I liked it very much the taste was excellent and the meat was very soft. The wine selection was excellent and accompanied the food perfectly. Finally for dessert I ordered the chicory creme brulee, which it was bruleed on the table by the waitress. Generally it was nothing special and I was expecting much more for its reputation.",Brasserie Au Bon Plaisir,Review 206 Similarity,0.42333375700000003,"{'neg': 0.028, 'neu': 0.833, 'pos': 0.14, 'compound': 0.9886}",0.9886,pos
115,50,"I was lucky enough to be taken to dinner at this 'off the beaten track' hideout by a very respected food critic who lives in Nicosia. It's her favourite restaurant so I had high hopes. I was not disappointed. The atmosphere was very typical French (there were tables of French speaking folk playing traditional games even which added to the authenticity!) and the service was very attentive and polite. Of course, it's nice when the owner knows your friend but still...it was perfect really. Food: I had the goats cheese salad which was a very large portion which was super as I love it and haven't eaten one for a long time! My friend had the mussels which again, were sizable in portion and delicious. The steak I had for main was cooked perfectly too with the best pepper sauce I;ve had in a long time. My friend had the steak tartar which was very tasty. For dessert I had a chocolate pudding which was calorific and devine. It's great to find such a restaurant in Cyprus and have told many people about it already. I'll be going back very soon.",Brasserie Au Bon Plaisir,Review 214 Similarity,0.419354839,"{'neg': 0.016, 'neu': 0.712, 'pos': 0.272, 'compound': 0.996}",0.996,pos
116,40,"Great little French bistro if you fancy something totally different. Imported French beef, crab, mussels, duck, pates, and a constantly changing menu based on the ingredients imported from France week-by-week. And always served with their great hand-cut French fries!",Brasserie Au Bon Plaisir,Review 135 Similarity,0.41736500600000004,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.8588}",0.8588,pos
117,50,"Went there for brunch. Admittedly it was my first time there, but certainly won't be the last. Nice cosy place, the food was tasty and fresh. The service was excellent. Can't wait to go again for lunch and dinner.",Brasserie Au Bon Plaisir,Review 163 Similarity,0.40730654,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.9413}",0.9413,pos
118,40,"Very Friendly owners. Great Service. A nice place to enjoy your dinner. Very good food, a lot of choices.",Brasserie Au Bon Plaisir,Review 165 Similarity,0.40730654,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.952}",0.952,pos
119,50,"When you visit this place you will feel as if you are enjoying a romantic dinner in France. Carefully decorated, quiet and excellent customer service. My favorite dish was wild boar with sauce and potatos. Also don’t be afraid to try the escargots (snails) with butter garlic, simply divine",Brasserie Au Bon Plaisir,Review 100 Similarity,0.401609664,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.9509}",0.9509,pos
120,50,A fantastically good French restaurant in the heart of Nicosia that my wife and I have been visiting over the years. Superb food with the highest quality meat and fish; in most cases straight from France. A must for anyone seeking the most of culinary delights in Cyprus. Full credit to Gatienne!,Brasserie Au Bon Plaisir,Review 123 Similarity,0.401609664,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.9364}",0.9364,pos
121,50,The place is small and looks nothing like the big fancy restaurants... Just like South France! Excellent service! Great food! We are very glad to discover it.,Brasserie Au Bon Plaisir,Review 181 Similarity,0.401609664,"{'neg': 0.111, 'neu': 0.576, 'pos': 0.313, 'compound': 0.8673}",0.8673,pos
122,40,"A true french bistro. This is the only place where i trust to eat fresh mussels. Flown in every Tuesday i believe. We shared as a starter the 500gm mulles marinier. Absolutely fresh. For main we ordered the 200gm steak -medium. The steak was mouthwatering and as always cooked to perfection. Please donot ask for a well done steak. You will kiil it.Note that there is plenty of parking on the side of the building but there is no signage for it. So donot worry where you will park. Price wise if you opt for the steak and also take a bottle of wine, you should expect it to be on the high end. Occasionally they have accordion nights which is really french!",Brasserie Au Bon Plaisir,Review 47 Similarity,0.400222408,"{'neg': 0.053, 'neu': 0.802, 'pos': 0.144, 'compound': 0.789}",0.789,pos
123,40,"We went there with friends and family Friday night to celebrate a birthday! The staff were very accomodating, polite and eager to serve! Their suggestions for food and wine were excellent! Also friendly to ""gluten intolerant"" customers!The place was packed with people of all ages literally!Small, cozy, friendly and great food and drinks!!",Brasserie Au Bon Plaisir,Review 142 Similarity,0.398508385,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.9768}",0.9768,pos
124,50,"To both reviewers who wrote their reviews on 26th and 27th of April 2019. Certainly you are the one who likes to get some free food/service etc. complaining all the time, otherwise you would not write the comment right after you left the restaurant. Now regarding the food. That was an amazing experience of real French food, escargots, frog legs and fried cheese were excellent. We also ordered stakes and I have to say they were one of the best on the island. We had a family party in a family running restaurant, our kids were sometimes playing games on the tablet, but not the way it is described below. We did not mentioned who was inside the restaurant as we had nice and happy time there, but after some time one of the client shouted something and run away, not even having courage to come over and say me that my kids are playing loudly. That was strange... we continued the party and had very happy time and tasty food. Would recommend this restaurant to everyone who is looking for the French food in Nicosia.",Brasserie Au Bon Plaisir,Review 11 Similarity,0.39496103899999996,"{'neg': 0.023, 'neu': 0.791, 'pos': 0.186, 'compound': 0.9853}",0.9853,pos
125,50,"A large beautifully decorated place with ambient atmosphere. Excellent and very helpful service. An interesting menu, with various dishes as well as daily specials to try from, including vegetarian dishes, wild boar and other traditional delicacies. Portions are satisfactory, dishes are delicious; a successful blend of different tastes, not heavy at all and you can really feel that you're having homemade food. Although someone might find it a bit pricy, I believe that prices are very average for this type of food, given the quality. Desserts are very good too. Overall, delicious food in a great environment, and I'm visiting again.",Brasserie Au Bon Plaisir,Review 77 Similarity,0.387096774,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.9885}",0.9885,pos
126,50,"The service was perfect, they would not rush you and always there when you needed them and very friendly.Food was probably the best food I've ever had and the same comment was true for my friend. We had mussels marinere as a starter and they were fresh not frozen and you could really tell as the taste was exquisite. Then I had Fillet Mignon on mushroom sauce and the taste was like nothing i've ever experienced. It was so tender and tasty. My friend had duck and said it was the best duck ever so I took a taste. Mildly crispy on the outside and the inside would melt in your mouth like hot chocolate.Price: We had mussels, duck and fillet (and sidedishes) along with 2 belgian beers and cost us 55euros and was worth every last cent. Fresh ingredients are costly and the cook marvelous, a real French chef!Atmosphere, there was Jazz music in the background and lighting was a bit dim which makes for a nice relaxing and a little romantic feeling. The music volume was exactly perfect, you didn't need to raise the volume of your voice but you could appreciate the music.",Brasserie Au Bon Plaisir,Review 88 Similarity,0.382919791,"{'neg': 0.006, 'neu': 0.813, 'pos': 0.181, 'compound': 0.9802}",0.9802,pos
127,50,"The mussles this restaurant serves you do not find nowhere in Cyprus. This dish is served in very tasty, fresh and best delicious sauces accompanying with amazing homemade frech french fries...The mussles delivered straight from north of France and actually kept fresh in special fridge temperature before serving.Steaks are also recommended to try out with a full body red wine imported from France. You may ask for wine recommendation on the spot and be pleasantly surprised. Prices for French wine are very reasonable unlike prices for Greek wines in some other restaurants in Nicosia.Highly recommended...Irina Tryfon",Brasserie Au Bon Plaisir,Review 138 Similarity,0.382919791,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.9782}",0.9782,pos
128,50,"We visited on Sunday so the place wasn't too busy, which was great. Very romantic environment, we were lucky enough to listen to live music by ""Ni Vu Ni Connu"" which was hauntingly beautiful. Great Food (we had a T-Bone and the Fillet Mignon) although the cheese croquettes we had for an entree could have been better. The waiter was extremely friendly and helpful.Overall a wonderful experience, highly recommended",Brasserie Au Bon Plaisir,Review 19 Similarity,0.381000381,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.9835}",0.9835,pos
129,50,"Is not easy to find a place in Nicosia to look so romantic and to be so cosy but after you dine here, you will go back again and again.",Brasserie Au Bon Plaisir,Review 53 Similarity,0.381000381,"{'neg': 0.055, 'neu': 0.872, 'pos': 0.073, 'compound': 0.1387}",0.1387,pos
130,40,"I had been trying this restaurant since its opening at all the addresses and each time there was something wrong. So I voted with my feet and did not go there anymore. And then, a few weeks ago I saw it at its new location and decided to give it another go. I went with my partner and we had an excellent meal. The waiter was very helpful. I loved to taste the typical French dressing of the salad (that I had not tasted for years) and the french fries were the best that I have ever tasted in Cyprus. We will go back tonight",Brasserie Au Bon Plaisir,Review 63 Similarity,0.381000381,"{'neg': 0.028, 'neu': 0.834, 'pos': 0.138, 'compound': 0.9197}",0.9197,pos
131,30,"Lovely interior, friendly service but food is average and over priced. I went with high expectations but was dissapointed. The food is nice, but nothing spectacular especially being charged 33 euros for a steak and presentation was basic. I heard there mussels are excellent but they were not available as they arrive fresh on Thursdays. The atmosphere is casual, warm and friendly I would give another chance to the place and try something other than there meat dishes (and not so expensive)",Brasserie Au Bon Plaisir,Review 99 Similarity,0.381000381,"{'neg': 0.027, 'neu': 0.693, 'pos': 0.281, 'compound': 0.9748}",0.9748,pos
132,30,"I have visited this resto to celebrate with my husband our wedding anniversary. I have ordered mules. the sauce was nothing special, actually i realised it as it arrived, before even try it. My food was not accompanied with neither by potatoes nor salad. very very average option.",Brasserie Au Bon Plaisir,Review 104 Similarity,0.381000381,"{'neg': 0.046, 'neu': 0.878, 'pos': 0.076, 'compound': 0.3489}",0.3489,pos
133,50,"Brasserie Au Bon Plaisir is a simple and cosy restaurant set in a quite street close to the centre, which offers the best French cuisine in town. Great food and wine selection. I would definitely recommend trying out the mussels with french fries on the side (tip: check in advance for when they receive the fresh mussels).",Brasserie Au Bon Plaisir,Review 120 Similarity,0.381000381,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.9413}",0.9413,pos
134,40,"such a warm place, i loved the whole experience.food was great, we ordered, green salat,frog legs for starters and for main mussels and steak!everything was nicely done,no complains..and the bonus was the service!very good one and in nowdays is a rare thing!",Brasserie Au Bon Plaisir,Review 179 Similarity,0.381000381,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9642}",0.9642,pos
135,50,It's must have been the 5th time that my husband and I went to Brasserie! We are always greeted by the friendly owner who explains the plates of the day and always suggest a nice wine to go with it! The last time there I ordered the duck confit which was cooked to perfection. Defenitely recommend it to french food lovers! The Brasserie also hosts several food nights! Well done!!!,Brasserie Au Bon Plaisir,Review 212 Similarity,0.381000381,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.9636}",0.9636,pos
136,50,"The restaraunt follows the requierements of high quality service.Having experience of visiting a number of restaraunts all over the world , only few of them can be called ""mine"" . One of those restaraunts is ""Brasserie au bon Plaisir"" ,which can be characterized as the place with warm athmosphere , delicious variety of food menu as well as proper chosen wine card which are targeting to satisfy the needs of different level customers.",Brasserie Au Bon Plaisir,Review 217 Similarity,0.379071253,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.875}",0.875,pos
138,20,"Au Bon Plaisir is 'the' french restaurant in town for the very simple reason that there is no other one. The owner is a charismatic French lady. I have visited the restaurant several visits, hoping for improvement and left disappointed each time. The food is at best at bistrot level and one can eat better somewhere else for a lot less.",Brasserie Au Bon Plaisir,Review 171 Similarity,0.37099111700000004,"{'neg': 0.075, 'neu': 0.741, 'pos': 0.184, 'compound': 0.8225}",0.8225,pos
139,50,Unexpected find in Palouriotissa with nice food. The steaks were delicious and the wine was reasonably priced. The live music on the day was perhaps the downer but not enough to spoil it. Good experience all around,Brasserie Au Bon Plaisir,Review 50 Similarity,0.36661778799999994,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.7964}",0.7964,pos
140,50,French cuisine. Excellent steak. Very good wine list. Mostly suitable for couples or small groups. Will definitely visit again.,Brasserie Au Bon Plaisir,Review 119 Similarity,0.36661778799999994,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8622}",0.8622,pos
141,50,"This restaurant is certainly worth a visit. The food is excellent and it is quite evident that the owners are passionate about their cuisine. The choice of menu is quite extensive considering the size of the venue and as I have a great love of REAL french food, I was completely spoiled for choice. Very rarely do I sit and eat a three course meal, but I managed to do exactly this and thoroughly enjoyed every mouthfull. The evening I dined there was the 2nd. January and the owner apologised that some of the staff were on leave, however, her children took over the role of helping to serve at our table and it was indeed a pleasure to see such young children actively helping out with a smile on their faces. The atmosphere was totally relaxed, the wine delicious, and our group of four all agreed that we had enjoyed the most superb meal. I live in the UK, however, I will definitely return to ""Au Bon Plaisir"" on my future visits to Cyprus and I have ""sung their praises"" to friends resident in Nicosia. May I take this opportunity to wish the Brasserie every success for 2013 and beyond....they truly deserve it.",Brasserie Au Bon Plaisir,Review 164 Similarity,0.36144869799999996,"{'neg': 0.005, 'neu': 0.646, 'pos': 0.349, 'compound': 0.9981}",0.9981,pos
142,50,"This week we have been here on Friday and once again today. That's how much we like the place and food. So all lazy readers just stop reading this review and just head there to eat.For the ones that like to read the whole review go ahead :)We tried so many different dishes over the last few years we found the place and they are always prepared so well and so tasteful with every bit of detail.Hostess is always willing to explain every bit of detail of how dishes are cooked, recommend dishes according to everyones taste and likes. She is always polite and staff are polite and helpful as well!On busy days it can take a bit for main dish to arrive but after you start eating you forget all about that ;)Enjoy the Venaison Rossini and Cheesecake our personal favourite of favourites! :)Already recommended it to friends and love it...so why are you still reading ;) Go there :)Achilleas & Andria",Brasserie Au Bon Plaisir,Review 132 Similarity,0.359210604,"{'neg': 0.032, 'neu': 0.815, 'pos': 0.152, 'compound': 0.9618}",0.9618,pos
144,40,"Contrary to the last review we thought the food and atmosphere was great. We dinned here last evening and found the place to be a charming restaurant. We both had French Onion soup to start and steak's for main. The waiter was extremely helpful and suggested a wine for our menu choice. We are from London visiting Nicosia for two days and fancied a change from the normal Cypriot cuisine. Considering the normal cost of a good night out we thought the restaurant offered good value for money. We would recommend this restaurant, and would happily return.",Brasserie Au Bon Plaisir,Review 82 Similarity,0.344627811,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.9758}",0.9758,pos
145,50,"I decided to take my hubby out for his birthday and it was a wonderful night to remember, it reminded us of our trip to Paris back in 2015. A true french bistro filled with authenticity which is not often found in Nicosia. We were greeted by the owners youngest daughter who was the sweetest little thing so polite and adorable. The food was delicious, the wine amazing and the atmosphere all round romantic. We will definitely be going back especially with summer so close - it has a beautiful setting outdoor where you can see the street enjoying a candle lit dinner weather romantic or fun with friends.. definitely recommend Brasserie Au Bon Plaisir!",Brasserie Au Bon Plaisir,Review 45 Similarity,0.340777101,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.9916}",0.9916,pos
146,50,"Been there for the first time even though we have heard many good words and read many good reviews during the past year.Small place, located in the business centre of Nicosia. Corner shop on a small neighborhood, nothing special as far as the looks and the view is concerned.We were welcomed by the owners. Great couple, happy and really friendly. We immediately felt comfortable.We got the kir royal to drink through the reading procedure. Really nice way to start a dinner. The owner helped us a lot with the menu even though she was busy with other tables.We got French snails and the salmon quiche for starters along with a salad. We expected more taste from the quiche but that's all. Everything was very good.For mains we got the duck confit and the beef bourguignon.My wife really liked the beef. Great taste, it looked good and the portion was quite good.I was a bit disappointed with the duck confit. It's served with potatoes cooked in the duck's fat that delivers an explosion of taste in your mouth. But that was it. A plate with a piece of duck and some potatoes. I was expecting some more eye satisfaction to be honest. The duck was cooked perfectly and I totally enjoyed it but the dish lacked imagination.We of course got deserts. The creme brulee and the cheesecake, and we were not disappointed. Try any of the 2 or both for sure!Prices are quite good for a French restaurant. We didn't get steaks or mussels or expensive wine so the bill was fairly good for what we had.Overall I can easily say that it is a great experience and we will definitely return once the restaurant moves to its new location.I had some reservations for giving 5stars but the great service, the help we got with the menu, the relaxed ambience and the eagerness of the owners to suck feedback from the clients reassures me that my comments were and will be heard.",Brasserie Au Bon Plaisir,Review 125 Similarity,0.339556515,"{'neg': 0.035, 'neu': 0.733, 'pos': 0.232, 'compound': 0.9977}",0.9977,pos
147,50,"Great Food, very good wines sensibly priced, very welcoming owner and staff, not the best environment, a place with lots of character.",Brasserie Au Bon Plaisir,Review 159 Similarity,0.339422117,"{'neg': 0.109, 'neu': 0.551, 'pos': 0.34, 'compound': 0.7974}",0.7974,pos
148,50,"Actually I saw an ad for the restaurant on Facebook - It was the first time I actually clicked on an ad so I can see what it was about (there was mussels on the picture - and I love mussels).As soon as we entered the restaurant I was a bit sceptical, but I should not have been.We have been going there for over 1.5years and I cannot brag about it enough! Their prices are reasonable, and their food is absolutely fantastic! I have not tried something on the menu that I did not like.The personalization really does it for me too. Its nice knowing that the owner cares so much for her establishment; telling us what is the specials of the day, as well as recommending food based on your personal tastes.My fiance and I try to go at least once a month for our 'date night' and it never fails us.I've seen the other reviews on here, and there were comments regarding the recycling van that comes up on Fridays, to be honest, although it would be better if it just didn't come, I cant say that it ruined my evening whatsoever. It is literally a 20second nuisance.",Brasserie Au Bon Plaisir,Review 177 Similarity,0.338667005,"{'neg': 0.027, 'neu': 0.829, 'pos': 0.144, 'compound': 0.9786}",0.9786,pos
